 #(CO-core: New calculations, following Camisassa et al. 2017, ONe-core: Camisassa et al. 2019) 
 #Log(g) log(teff) mWD    tcool(gyr)  R(Rsun)   core   log(L)    Mzams       G       Bp      Rp
  8.10   4.000   0.633     0.81638    0.011739   CO    -2.906    3.116   12.4237   12.4221   12.3127
  8.10   3.980   0.632     0.95780    0.011730   CO    -2.987    3.103   12.5529   12.5698   12.4154
  8.10   3.960   0.631     1.12802    0.011720   CO    -3.068    3.091   12.6871   12.7242   12.5214
  8.10   3.940   0.631     1.32142    0.011712   CO    -3.148    3.080   12.8276   12.8864   12.6321
  8.10   3.920   0.630     1.52915    0.011705   CO    -3.229    3.071   12.9722   13.0537   12.7464
  8.10   3.900   0.629     1.74600    0.011700   CO    -3.309    3.063   13.1238   13.2299   12.8662
  8.10   3.880   0.629     2.01400    0.011695   CO    -3.389    3.057   13.2822   13.4146   12.9914
  8.10   3.860   0.628     2.29913    0.011691   CO    -3.470    3.052   13.4455   13.6049   13.1219
  8.10   3.840   0.628     2.60723    0.011688   CO    -3.550    3.048   13.6463   13.8443   13.2771
  8.10   3.820   0.628     2.91737    0.011685   CO    -3.630    3.044   13.8078   14.0337   13.4072
  8.10   3.800   0.627     3.22411    0.011683   CO    -3.710    3.042   13.9876   14.2462   13.5513
  8.10   3.780   0.627     3.53910    0.011682   CO    -3.790    3.039   14.1735   14.4671   13.7009
  8.10   3.760   0.627     3.84122    0.011680   CO    -3.870    3.037   14.3617   14.6913   13.8532
  8.10   3.740   0.627     4.16507    0.011679   CO    -3.951    3.036   14.5577   14.9261   14.0121
  8.10   3.720   0.627     4.46607    0.011678   CO    -4.031    3.034   14.7570   15.1653   14.1750
  8.10   3.700   0.627     4.75956    0.011677   CO    -4.111    3.033   14.9644   15.4149   14.3462
  8.10   3.680   0.627     5.04623    0.011676   CO    -4.191    3.032   15.1709   15.6640   14.5177
  8.10   3.660   0.627     5.32104    0.011675   CO    -4.271    3.031   15.3851   15.9230   14.6971
  8.10   3.640   0.627     5.58829    0.011675   CO    -4.351    3.030   15.6026   16.1867   14.8808
  8.10   3.620   0.626     5.85610    0.011674   CO    -4.431    3.029   15.8249   16.4569   15.0699
  8.10   3.600   0.626     6.12630    0.011674   CO    -4.511    3.029   16.0488   16.7296   15.2619
  8.10   3.580   0.626     6.38237    0.011673   CO    -4.591    3.028   16.2751   17.0058   15.4577
  8.10   3.560   0.626     6.62494    0.011673   CO    -4.671    3.028   16.5046   17.2866   15.6575
  8.10   3.540   0.626     6.85759    0.011673   CO    -4.751    3.028   16.7329   17.5666   15.8579
  8.10   3.520   0.626     7.08336    0.011673   CO    -4.831    3.027   16.9670   17.8538   16.0648
  8.10   3.500   0.626     7.30523    0.011672   CO    -4.911    3.027   17.2036   18.1453   16.2751
  8.10   3.480   0.626     7.52572    0.011672   CO    -4.991    3.027   17.4396   18.4370   16.4868
  8.10   3.460   0.626     7.74758    0.011672   CO    -5.071    3.027   17.6756   18.7288   16.6985
  8.10   3.440   0.626     7.97248    0.011672   CO    -5.151    3.027   17.9207   19.0328   16.9202
  8.10   3.420   0.626     8.20155    0.011672   CO    -5.231    3.027   18.1644   19.3361   17.1418
  8.10   3.400   0.626     8.43475    0.011672   CO    -5.311    3.027   18.4103   19.6430   17.3665
  8.20   4.900   0.788     0.00050    0.011707   CO     0.688    4.381    8.8352    8.5611    9.1766
  8.20   4.880   0.783     0.00057    0.011670   CO     0.606    4.322    8.8897    8.6174    9.2275
  8.20   4.860   0.779     0.00065    0.011634   CO     0.523    4.265    8.9445    8.6737    9.2794
  8.20   4.840   0.775     0.00075    0.011602   CO     0.441    4.213    8.9994    8.7300    9.3318
  8.20   4.820   0.771     0.00085    0.011571   CO     0.359    4.162    9.0545    8.7866    9.3843
  8.20   4.800   0.768     0.00096    0.011541   CO     0.277    4.114    9.1099    8.8432    9.4379
