#    1         2         3         4         5         6       7      8            9             10       11           18        19              23                     24         25           26    
# LOG(L)   LOG(TEFF)    T_c      Ro_c       Hc        Hec   %Con_s %Con_c    Log(edad/Myr)      Masa    M^dot        Log(Lnu)  Log MHtot       Log(grav)   R/R_sun   L.H.[erg/s)] Sep.Fase[erg/s]   
-1.837656  4.418130  1.282340  8.093553  0.000000  0.000000  0.000  0.000    2.617718303686653  1.15919 -33.00000  -4.8016419 -19.0184884    8.9673704   0.0058512   0.000000      -0.000000    
-1.856688  4.413424  1.273841  8.093721  0.000000  0.000000  0.000  0.000    2.625414742152965  1.15919 -33.00000  -4.8586308 -19.0149636    8.9675784   0.0058498   0.000000      -0.000000    
-1.875876  4.408671  1.265271  8.093813  0.000000  0.000000  0.000  0.000    2.633216803542987  1.15919 -33.00000  -4.9156499 -19.0161332    8.9677536   0.0058486   0.000000      -0.000000    
-1.894937  4.403956  1.256772  8.093977  0.000000  0.000000  0.000  0.000    2.641060232852151  1.15919 -33.00000  -4.9718928 -19.0156605    8.9679558   0.0058473   0.000000      -0.000000    
-1.914175  4.399189  1.248204  8.094065  0.000000  0.000000  0.000  0.000    2.649009418825522  1.15919 -33.00000  -5.0281901 -19.0168863    8.9681256   0.0058461   0.000000      -0.000000    
-1.933286  4.394461  1.239706  8.094224  0.000000  0.000000  0.000  0.000    2.656999321507318  1.15919 -33.00000  -5.0837478 -19.0153578    8.9683228   0.0058448   0.000000      -0.000000    
-1.940149  4.392761  1.236659  8.094268  0.000000  0.000000  0.000  0.000    2.659850072642703  1.15919 -33.00000  -5.1035736 -19.0097183    8.9683873   0.0058444   0.000000      -0.000000    
-1.946953  4.391076  1.233639  8.094311  0.000000  0.000000  0.000  0.000    2.662685737295197  1.15919 -33.00000  -5.1231940 -19.0102217    8.9684508   0.0058440   0.000000      -0.000000    
-1.953750  4.389393  1.230618  8.094353  0.000000  0.000000  0.000  0.000    2.665530887639168  1.15919 -33.00000  -5.1427781 -19.0077449    8.9685140   0.0058435   0.000000      -0.000000    
-1.960552  4.387708  1.227597  8.094395  0.000000  0.000000  0.000  0.000    2.668385570800809  1.15919 -33.00000  -5.1623265 -19.0064745    8.9685768   0.0058431   0.000000      -0.000000    
-1.967359  4.386022  1.224577  8.094437  0.000000  0.000000  0.000  0.000    2.671249606031511  1.15919 -33.00000  -5.1818393 -19.0055785    8.9686395   0.0058427   0.000000      -0.000000    
-1.973447  4.384514  1.221875  8.094474  0.000000  0.000000  0.000  0.000    2.673817818770771  1.15919 -33.00000  -5.1992618 -19.0044733    8.9686952   0.0058423   0.000000      -0.000000    
-1.978493  4.383264  1.219636  8.094505  0.000000  0.000000  0.000  0.000    2.675949657296978  1.15919 -33.00000  -5.2136755 -19.0036995    8.9687413   0.0058420   0.000000      -0.000000    
-1.982892  4.382174  1.217687  8.094532  0.000000  0.000000  0.000  0.000    2.677809455172685  1.15919 -33.00000  -5.2262119 -19.0031631    8.9687811   0.0058417   0.000000      -0.000000    
-1.986685  4.381234  1.215986  8.094555  0.000000  0.000000  0.000  0.000    2.679419300732360  1.15919 -33.00000  -5.2370373 -19.0036044    8.9688158   0.0058415   0.000000      -0.000000    
-1.989970  4.380421  1.214511  8.094574  0.000000  0.000000  0.000  0.000    2.680814386153217  1.15919 -33.00000  -5.2463989 -19.0038296    8.9688454   0.0058413   0.000000      -0.000000    
-1.992887  4.379698  1.213208  8.094592  0.000000  0.000000  0.000  0.000    2.682049266911614  1.15919 -33.00000  -5.2546708 -19.0027215    8.9688715   0.0058411   0.000000      -0.000000    
-1.995561  4.379035  1.212007  8.094608  0.000000  0.000000  0.000  0.000    2.683187176764083  1.15919 -33.00000  -5.2622807 -19.0016757    8.9688955   0.0058410   0.000000      -0.000000    
-1.998066  4.378417  1.210959  8.094689  0.000000  0.000000  0.000  0.000    2.684257673113181  1.15919 -33.00000  -5.2693392 -19.0014726    8.9689265   0.0058408  0.5030517E+30  0.6092869E+28
-2.000591  4.377793  1.210070  8.094729  0.000000  0.000000  0.000  0.000    2.685341823294781  1.15919 -33.00000  -5.2763598 -19.0009179    8.9689572   0.0058405  0.1909009E+31  0.3320674E+29
-2.003113  4.377170  1.209071  8.094764  0.000000  0.000000  0.000  0.000    2.686428082550586  1.15919 -33.00000  -5.2833999 -19.0010054    8.9689870   0.0058403  0.1745750E+31  0.3782588E+29
-2.005635  4.376548  1.208178  8.094803  0.000000  0.000000  0.000  0.000    2.687516294629873  1.15919 -33.00000  -5.2903402 -19.0010654    8.9690177   0.0058401  0.2731688E+31  0.6767098E+29
-2.008251  4.375891  1.207224  8.094564  0.000000  0.000000  0.000  0.000    2.688614340552965  1.15919 -33.00000  -5.2975523 -19.0008687    8.9690087   0.0058402  0.2617209E+31  0.1010937E+31
-2.010663  4.375296  1.206562  8.094599  0.000000  0.000000  0.000  0.000    2.689665533128332  1.15919 -33.00000  -5.3040072 -19.0009806    8.9690406   0.0058400  0.3737219E+31  0.1430833E+31
-2.013255  4.374657  1.205450  8.094635  0.000000  0.000000  0.000  0.000    2.690799778244393  1.15919 -33.00000  -5.3111081 -19.0003216    8.9690740   0.0058398  0.2521889E+31  0.9638643E+30
-2.015836  4.374020  1.204701  8.094674  0.000000  0.000000  0.000  0.000    2.691942551103297  1.15919 -33.00000  -5.3180001 -19.0003223    8.9691091   0.0058395  0.4215121E+31  0.1603080E+31
-2.018435  4.373380  1.203592  8.094718  0.000000  0.000000  0.000  0.000    2.693107497401543  1.15919 -33.00000  -5.3251319 -19.0006044    8.9691468   0.0058393  0.3188161E+31  0.1209781E+31
-2.021065  4.372732  1.202792  8.094765  0.000000  0.000000  0.000  0.000    2.694294048185764  1.15919 -33.00000  -5.3321455 -18.9997772    8.9691861   0.0058390  0.4619302E+31  0.1744412E+31
-2.023714  4.372078  1.201681  8.094799  0.000000  0.000000  0.000  0.000    2.695493539080988  1.15919 -33.00000  -5.3394849 -18.9996921    8.9692185   0.0058388  0.3807120E+31  0.1433377E+31
-2.026345  4.371429  1.200896  8.094834  0.000000  0.000000  0.000  0.000    2.696697357181825  1.15919 -33.00000  -5.3466188 -18.9993664    8.9692517   0.0058386  0.5213025E+31  0.1952697E+31
-2.028988  4.370776  1.199624  8.094870  0.000000  0.000000  0.000  0.000    2.697918436226310  1.15919 -33.00000  -5.3542762 -18.9994754    8.9692852   0.0058383  0.3672896E+31  0.1373142E+31
-2.031637  4.370123  1.198958  8.094907  0.000000  0.000000  0.000  0.000    2.699157050266620  1.15919 -33.00000  -5.3614599 -18.9992030    8.9693200   0.0058381  0.5986569E+31  0.2224828E+31
-2.034310  4.369463  1.197588  8.094948  0.000000  0.000000  0.000  0.000    2.700416619067736  1.15919 -33.00000  -5.3693379 -18.9989706    8.9693558   0.0058379  0.3832569E+31  0.1423564E+31
-2.036996  4.368801  1.197015  8.094990  0.000000  0.000000  0.000  0.000    2.701692778246184  1.15919 -33.00000  -5.3763412 -18.9997856    8.9693930   0.0058376  0.6677154E+31  0.2463918E+31
-2.039674  4.368141  1.195358  8.095034  0.000000  0.000000  0.000  0.000    2.702983961620852  1.15919 -33.00000  -5.3846687 -18.9996908    8.9694309   0.0058374  0.3239612E+31  0.1195162E+31
-2.042389  4.367472  1.195076  8.095078  0.000000  0.000000  0.000  0.000    2.704297227306837  1.15919 -33.00000  -5.3916737 -18.9998569    8.9694694   0.0058371  0.7821681E+31  0.2861943E+31
-2.045101  4.366802  1.193004  8.095112  0.000000  0.000000  0.000  0.000    2.705620378137306  1.15919 -33.00000  -5.4008358 -18.9999503    8.9695019   0.0058369  0.2270056E+31  0.8319093E+30
-2.047815  4.366131  1.193333  8.095143  0.000000  0.000000  0.000  0.000    2.706953602906351  1.15919 -33.00000  -5.4070637 -18.9996290    8.9695338   0.0058367  0.9971189E+31  0.3612217E+31
-2.050533  4.365460  1.190408  8.095179  0.000000  0.000000  0.000  0.000    2.708302210977898  1.15919 -33.00000  -5.4175400 -18.9991447    8.9695676   0.0058364   0.000000      -0.000000    
-2.053267  4.364785  1.191946  8.095210  0.000000  0.000000  0.000  0.000    2.709669972525853  1.15919 -33.00000  -5.4220712 -18.9988846    8.9695992   0.0058362  0.1386728E+32  0.4972763E+31
-2.055979  4.364116  1.188633  8.095248  0.000000  0.000000  0.000  0.000    2.711051074844115  1.15919 -33.00000  -5.4330987 -18.9985428    8.9696341   0.0058360   0.000000      -0.000000    
-2.058410  4.363515  1.189249  8.095280  0.000000  0.000000  0.000  0.000    2.712297097229387  1.15919 -33.00000  -5.4381414 -18.9981105    8.9696645   0.0058358  0.1104762E+32  0.3942136E+31
-2.061167  4.362835  1.186084  8.095320  0.000000  0.000000  0.000  0.000    2.713721731037277  1.15919 -33.00000  -5.4495009 -18.9976036    8.9697004   0.0058356   0.000000      -0.000000    
-2.063751  4.362197  1.187554  8.095354  0.000000  0.000000  0.000  0.000    2.715072170599293  1.15919 -33.00000  -5.4536353 -18.9981300    8.9697330   0.0058353  0.1362417E+32  0.4820157E+31
-2.066534  4.361511  1.184116  8.095397  0.000000  0.000000  0.000  0.000    2.716535841491869  1.15919 -33.00000  -5.4655217 -18.9978958    8.9697708   0.0058351   0.000000      -0.000000    
-2.068933  4.360919  1.185028  8.095430  0.000000  0.000000  0.000  0.000    2.717809409610099  1.15919 -33.00000  -5.4699517 -18.9973858    8.9698020   0.0058349  0.1203995E+32  0.4234645E+31
-2.071735  4.360228  1.181677  8.095474  0.000000  0.000000  0.000  0.000    2.719305557388054  1.15919 -33.00000  -5.4820602 -18.9977182    8.9698402   0.0058346   0.000000      -0.000000    
-2.074220  4.359615  1.183119  8.095509  0.000000  0.000000  0.000  0.000    2.720643230355698  1.15919 -33.00000  -5.4856512 -18.9977435    8.9698733   0.0058344  0.1372157E+32  0.4783038E+31
-2.077027  4.358923  1.179620  8.095556  0.000000  0.000000  0.000  0.000    2.722166587790654  1.15919 -33.00000  -5.4983973 -18.9983702    8.9699132   0.0058341   0.000000      -0.000000    
-2.079402  4.358338  1.180678  8.095593  0.000000  0.000000  0.000  0.000    2.723467559981825  1.15919 -33.00000  -5.5020772 -18.9986554    8.9699464   0.0058339  0.1272288E+32  0.4405899E+31
-2.082229  4.357641  1.177246  8.095642  0.000000  0.000000  0.000  0.000    2.725018425517709  1.15919 -33.00000  -5.5150017 -18.9986496    8.9699872   0.0058336   0.000000      -0.000000    
-2.084659  4.357042  1.178644  8.095679  0.000000  0.000000  0.000  0.000    2.726369474140990  1.15919 -33.00000  -5.5180954 -18.9988964    8.9700206   0.0058334  0.1397375E+32  0.4802650E+31
-2.087504  4.356341  1.175117  8.095728  0.000000  0.000000  0.000  0.000    2.727959040783895  1.15919 -33.00000  -5.5313981 -18.9993762    8.9700623   0.0058331   0.000000      -0.000000    
-2.089874  4.355757  1.176052  8.095767  0.000000  0.000000  0.000  0.000    2.729299080157268  1.15919 -33.00000  -5.5350202 -18.9991747    8.9700964   0.0058329  0.1268874E+32  0.4333428E+31
-2.092718  4.355057  1.172669  8.095818  0.000000  0.000000  0.000  0.000    2.730901688529230  1.15919 -33.00000  -5.5483508 -18.9991264    8.9701387   0.0058326   0.000000      -0.000000    
-2.095165  4.354454  1.173792  8.095858  0.000000  0.000000  0.000  0.000    2.732304404747600  1.15919 -33.00000  -5.5515941 -19.0000319    8.9701741   0.0058324  0.1351893E+32  0.4578784E+31
-2.098087  4.353734  1.170359  8.095912  0.000000  0.000000  0.000  0.000    2.733971289097726  1.15919 -33.00000  -5.5654965 -19.0002676    8.9702181   0.0058321   0.000000      -0.000000    
-2.100530  4.353133  1.171261  8.095953  0.000000  0.000000  0.000  0.000    2.735385404779996  1.15919 -33.00000  -5.5687822 -19.0006524    8.9702539   0.0058318  0.1322889E+32  0.4451762E+31
-2.103440  4.352416  1.167942  8.096008  0.000000  0.000000  0.000  0.000    2.737070182073896  1.15919 -33.00000  -5.5829065 -19.0008720    8.9702991   0.0058315   0.000000      -0.000000    
-2.105918  4.351806  1.168621  8.096051  0.000000  0.000000  0.000  0.000    2.738518571973426  1.15919 -33.00000  -5.5863718 -19.0003503    8.9703362   0.0058313  0.1288113E+32  0.4303954E+31
-2.108849  4.351085  1.165442  8.096108  0.000000  0.000000  0.000  0.000    2.740226647561822  1.15919 -33.00000  -5.6006840 -18.9995863    8.9703821   0.0058310   0.000000      -0.000000    
-2.111376  4.350462  1.166073  8.096150  0.000000  0.000000  0.000  0.000    2.741716635501278  1.15919 -33.00000  -5.6038124 -18.9996527    8.9704190   0.0058307  0.1346456E+32  0.4460420E+31
-2.114308  4.349741  1.163028  8.096207  0.000000  0.000000  0.000  0.000    2.743449253649565  1.15919 -33.00000  -5.6184115 -18.9990769    8.9704651   0.0058304   0.000000      -0.000000    
-2.116800  4.349131  1.163250  8.096280  0.000000  0.000000  0.000  0.000    2.744949033315819  1.15919 -33.00000  -5.6219713 -18.9994671    8.9705182   0.0058301  0.1267905E+32  0.4176587E+31
-2.119798  4.348397  1.160361  8.096366  0.000000  0.000000  0.000  0.000    2.746741958890096  1.15919 -33.00000  -5.6368437 -18.9990356    8.9705809   0.0058296   0.000000      -0.000000    
-2.122419  4.347752  1.160493  8.096413  0.000000  0.000000  0.000  0.000    2.748312009194904  1.15919 -33.00000  -5.6404477 -18.9993796    8.9706211   0.0058294  0.1303288E+32  0.4255109E+31
-2.125402  4.347019  1.157808  8.096474  0.000000  0.000000  0.000  0.000    2.750088977037449  1.15919 -33.00000  -5.6553437 -18.9987525    8.9706697   0.0058290   0.000000      -0.000000    
-2.127999  4.346384  1.157617  8.096557  0.000000  0.000000  0.000  0.000    2.751665770572889  1.15919 -33.00000  -5.6596213 -18.9987432    8.9707290   0.0058286  0.1183680E+32  0.3841760E+31
-2.131051  4.345638  1.155002  8.096653  0.000000  0.000000  0.000  0.000    2.753495155167564  1.15919 -33.00000  -5.6749251 -18.9997750    8.9707977   0.0058282   0.000000      -0.000000    
-2.133807  4.344961  1.155038  8.096711  0.000000  0.000000  0.000  0.000    2.755159679991245  1.15919 -33.00000  -5.6782192 -19.0000725    8.9708447   0.0058279  0.1350216E+32  0.4341413E+31
-2.136815  4.344223  1.152563  8.096784  0.000000  0.000000  0.000  0.000    2.756966706090888  1.15919 -33.00000  -5.6935009 -18.9989514    8.9709001   0.0058275   0.000000      -0.000000    
-2.139445  4.343579  1.152217  8.096854  0.000000  0.000000  0.000  0.000    2.758583316600245  1.15919 -33.00000  -5.6978257 -18.9987045    8.9709534   0.0058271  0.1193976E+32  0.3811916E+31
-2.142528  4.342824  1.149750  8.096939  0.000000  0.000000  0.000  0.000    2.760431762991048  1.15919 -33.00000  -5.7132210 -18.9980448    8.9710155   0.0058267   0.000000      -0.000000    
-2.145287  4.342150  1.149477  8.097032  0.000000  0.000000  0.000  0.000    2.762135795373515  1.15919 -33.00000  -5.7172332 -18.9984544    8.9710819   0.0058263  0.1253482E+32  0.3965692E+31
-2.148383  4.341395  1.147082  8.097139  0.000000  0.000000  0.000  0.000    2.764012139976828  1.15919 -33.00000  -5.7329935 -18.9990138    8.9711572   0.0058258   0.000000      -0.000000    
-2.151201  4.340702  1.146672  8.097192  0.000000  0.000000  0.000  0.000    2.765728398103203  1.15919 -33.00000  -5.7373159 -18.9998579    8.9712017   0.0058255  0.1218509E+32  0.3826347E+31
-2.154294  4.339942  1.144354  8.097259  0.000000  0.000000  0.000  0.000    2.767579414713099  1.15919 -33.00000  -5.7529217 -18.9996301    8.9712543   0.0058251   0.000000      -0.000000    
-2.157135  4.339243  1.143846  8.097312  0.000000  0.000000  0.000  0.000    2.769311265616373  1.15919 -33.00000  -5.7576205 -18.9991154    8.9712991   0.0058248  0.1184607E+32  0.3690699E+31
-2.160246  4.338478  1.141578  8.097378  0.000000  0.000000  0.000  0.000    2.771168808619170  1.15919 -33.00000  -5.7734613 -18.9988396    8.9713516   0.0058245   0.000000      -0.000000    
-2.163102  4.337782  1.141058  8.097476  0.000000  0.000000  0.000  0.000    2.772934004129108  1.15919 -33.00000  -5.7780161 -18.9993970    8.9714219   0.0058240  0.1186504E+32  0.3668886E+31
-2.166280  4.337007  1.138788  8.097589  0.000000  0.000000  0.000  0.000    2.774853513012834  1.15919 -33.00000  -5.7939349 -18.9997463    8.9715008   0.0058235   0.000000      -0.000000    
-2.169198  4.336296  1.138140  8.097691  0.000000  0.000000  0.000  0.000    2.776660246527313  1.15919 -33.00000  -5.7992002 -18.9988408    8.9715737   0.0058230  0.1123333E+32  0.3445627E+31
-2.172434  4.335507  1.135890  8.097806  0.000000  0.000000  0.000  0.000    2.778596881331246  1.15919 -33.00000  -5.8153015 -18.9983477    8.9716545   0.0058224   0.000000      -0.000000    
-2.175423  4.334779  1.135297  8.097914  0.000000  0.000000  0.000  0.000    2.780449970500660  1.15919 -33.00000  -5.8203543 -18.9991666    8.9717309   0.0058219  0.1177080E+32  0.3578994E+31
-2.178658  4.333991  1.133094  8.098035  0.000000  0.000000  0.000  0.000    2.782401414766595  1.15919 -33.00000  -5.8367504 -18.9985665    8.9718157   0.0058214   0.000000      -0.000000    
-2.181682  4.333249  1.132355  8.098108  0.000000  0.000000  0.000  0.000    2.784251794215744  1.15919 -33.00000  -5.8419776 -18.9991467    8.9718729   0.0058210  0.1110279E+32  0.3344164E+31
-2.184913  4.332458  1.130197  8.098195  0.000000  0.000000  0.000  0.000    2.786173285250685  1.15919 -33.00000  -5.8583662 -18.9992204    8.9719377   0.0058205   0.000000      -0.000000    
-2.187983  4.331705  1.129423  8.098270  0.000000  0.000000  0.000  0.000    2.788048694757190  1.15919 -33.00000  -5.8637963 -18.9988954    8.9719967   0.0058201  0.1101300E+32  0.3287135E+31
-2.191245  4.330906  1.127294  8.098359  0.000000  0.000000  0.000  0.000    2.789980174988243  1.15919 -33.00000  -5.8799160 -18.9993091    8.9720630   0.0058197   0.000000      -0.000000    
-2.194312  4.330156  1.126499  8.098444  0.000000  0.000000  0.000  0.000    2.791860708782758  1.15919 -33.00000  -5.8856520 -18.9995630    8.9721275   0.0058193  0.1093873E+32  0.3238069E+31
-2.197611  4.329349  1.124385  8.098542  0.000000  0.000000  0.000  0.000    2.793812037449235  1.15919 -33.00000  -5.9022528 -18.9992231    8.9721995   0.0058188   0.000000      -0.000000    
-2.200679  4.328598  1.123520  8.098628  0.000000  0.000000  0.000  0.000    2.795691566293933  1.15919 -33.00000  -5.9077373 -18.9997718    8.9722647   0.0058183  0.1051643E+32  0.3087650E+31
-2.203998  4.327786  1.121433  8.098726  0.000000  0.000000  0.000  0.000    2.797640802755751  1.15919 -33.00000  -5.9242614 -18.9997394    8.9723370   0.0058179   0.000000      -0.000000    
-2.207054  4.327042  1.120642  8.098831  0.000000  0.000000  0.000  0.000    2.799523925346331  1.15919 -33.00000  -5.9294571 -18.9999201    8.9724132   0.0058174  0.1108454E+32  0.3226980E+31
-2.210446  4.326215  1.118535  8.098950  0.000000  0.000000  0.000  0.000    2.801537543174281  1.15919 -33.00000  -5.9464059 -18.9990098    8.9724979   0.0058168   0.000000      -0.000000    
-2.213663  4.325425  1.117551  8.099027  0.000000  0.000000  0.000  0.000    2.803491049060049  1.15919 -33.00000  -5.9529607 -18.9978623    8.9725582   0.0058164  0.1001288E+32  0.2887361E+31
-2.217016  4.324609  1.115558  8.099148  0.000000  0.000000  0.000  0.000    2.805480011524549  1.15919 -33.00000  -5.9692852 -18.9989023    8.9726442   0.0058158  0.6132455E+30  0.1778894E+30
-2.220244  4.323817  1.114556  8.099225  0.000000  0.000000  0.000  0.000    2.807452765561269  1.15919 -33.00000  -5.9756222 -18.9988902    8.9727056   0.0058154  0.9856126E+31  0.2816765E+31
-2.223724  4.322964  1.112449  8.099315  0.000000  0.000000  0.000  0.000    2.809470147765501  1.15919 -33.00000  -5.9929967 -18.9987852    8.9727744   0.0058149   0.000000      -0.000000    
-2.226861  4.322200  1.111528  8.099424  0.000000  0.000000  0.000  0.000    2.811398932477619  1.15919 -33.00000  -5.9987103 -18.9986113    8.9728531   0.0058144  0.1043244E+32  0.2955416E+31
-2.230412  4.321334  1.109415  8.099546  0.000000  0.000000  0.000  0.000    2.813474428216894  1.15919 -33.00000  -6.0163920 -18.9995501    8.9729411   0.0058138   0.000000      -0.000000    
-2.233652  4.320543  1.108417  8.099647  0.000000  0.000000  0.000  0.000    2.815457423169903  1.15919 -33.00000  -6.0224410 -19.0001389    8.9730160   0.0058133  0.1004540E+32  0.2820622E+31
-2.237242  4.319666  1.106304  8.099760  0.000000  0.000000  0.000  0.000    2.817540338454859  1.15919 -33.00000  -6.0406108 -18.9999005    8.9730995   0.0058128   0.000000      -0.000000    
-2.240448  4.318887  1.105315  8.099890  0.000000  0.000000  0.000  0.000    2.819527172070952  1.15919 -33.00000  -6.0464886 -18.9994620    8.9731910   0.0058121  0.1006666E+32  0.2797194E+31
-2.244155  4.317986  1.103162  8.100033  0.000000  0.000000  0.000  0.000    2.821678502529319  1.15919 -33.00000  -6.0646243 -18.9989166    8.9732924   0.0058115   0.000000      -0.000000    
-2.247471  4.317173  1.102136  8.100112  0.000000  0.000000  0.000  0.000    2.823702122924442  1.15919 -33.00000  -6.0706312 -18.9995870    8.9733560   0.0058110  0.1011293E+32  0.2784454E+31
-2.251152  4.316271  1.100027  8.100205  0.000000  0.000000  0.000  0.000    2.825816462385791  1.15919 -33.00000  -6.0892564 -18.9992581    8.9734279   0.0058106   0.000000      -0.000000    
-2.254425  4.315469  1.098964  8.100292  0.000000  0.000000  0.000  0.000    2.827822084650728  1.15919 -33.00000  -6.0952982 -18.9994367    8.9734949   0.0058101  0.9764665E+31  0.2658238E+31
-2.258204  4.314544  1.096814  8.100393  0.000000  0.000000  0.000  0.000    2.829981043152836  1.15919 -33.00000  -6.1141068 -18.9997140    8.9735721   0.0058096   0.000000      -0.000000    
-2.261498  4.313745  1.095694  8.100530  0.000000  0.000000  0.000  0.000    2.832007837995568  1.15919 -33.00000  -6.1208739 -18.9995322    8.9736700   0.0058089  0.9165045E+31  0.2477805E+31
-2.265337  4.312812  1.093638  8.100679  0.000000  0.000000  0.000  0.000    2.834239668715304  1.15919 -33.00000  -6.1393489 -18.9993033    8.9737763   0.0058082  0.1017552E+31  0.2767088E+30
-2.268860  4.311947  1.092323  8.100758  0.000000  0.000000  0.000  0.000    2.836350319765837  1.15919 -33.00000  -6.1473848 -18.9987961    8.9738403   0.0058078  0.7864333E+31  0.2103997E+31
-2.272598  4.311030  1.090423  8.100846  0.000000  0.000000  0.000  0.000    2.838503552207977  1.15919 -33.00000  -6.1641410 -18.9981099    8.9739097   0.0058073  0.1938772E+31  0.5195862E+30
-2.276098  4.310170  1.089030  8.100923  0.000000  0.000000  0.000  0.000    2.840596157045689  1.15919 -33.00000  -6.1735952 -18.9983269    8.9739725   0.0058069  0.6933250E+31  0.1841094E+31
-2.279907  4.309235  1.087124  8.101007  0.000000  0.000000  0.000  0.000    2.842788437365920  1.15919 -33.00000  -6.1900433 -18.9985855    8.9740405   0.0058065  0.2325994E+31  0.6179115E+30
-2.283521  4.308355  1.085582  8.101133  0.000000  0.000000  0.000  0.000    2.844922784272983  1.15919 -33.00000  -6.2014944 -18.9979617    8.9741330   0.0058058  0.5669947E+31  0.1492190E+31
-2.287414  4.307406  1.083729  8.101269  0.000000  0.000000  0.000  0.000    2.847169634071904  1.15919 -33.00000  -6.2164489 -18.9971432    8.9742323   0.0058052  0.3117422E+31  0.8186580E+30
-2.291134  4.306499  1.082177  8.101387  0.000000  0.000000  0.000  0.000    2.849382069285635  1.15919 -33.00000  -6.2283098 -18.9968462    8.9743212   0.0058046  0.5738562E+31  0.1492452E+31
-2.295126  4.305525  1.080221  8.101517  0.000000  0.000000  0.000  0.000    2.851660617262320  1.15919 -33.00000  -6.2448434 -18.9965448    8.9744177   0.0058039  0.2468115E+31  0.6421714E+30
-2.298855  4.304613  1.078683  8.101622  0.000000  0.000000  0.000  0.000    2.853854715847032  1.15919 -33.00000  -6.2562430 -18.9977180    8.9744984   0.0058034  0.5941522E+31  0.1527082E+31
-2.302815  4.303644  1.076823  8.101731  0.000000  0.000000  0.000  0.000    2.856133704215997  1.15919 -33.00000  -6.2720515 -18.9981710    8.9745834   0.0058028  0.3088173E+31  0.7929967E+30
-2.306609  4.302719  1.075195  8.101860  0.000000  0.000000  0.000  0.000    2.858393658354132  1.15919 -33.00000  -6.2841491 -18.9970026    8.9746791   0.0058022  0.5277486E+31  0.1342080E+31
-2.310764  4.301705  1.073179  8.101993  0.000000  0.000000  0.000  0.000    2.860744535793518  1.15919 -33.00000  -6.3018502 -18.9965831    8.9747785   0.0058015  0.2489570E+31  0.6324145E+30
-2.314452  4.300806  1.071659  8.102115  0.000000  0.000000  0.000  0.000    2.862933365155617  1.15919 -33.00000  -6.3127666 -18.9972238    8.9748696   0.0058009  0.5910046E+31  0.1484298E+31
-2.318575  4.299800  1.069654  8.102242  0.000000  0.000000  0.000  0.000    2.865244155090175  1.15919 -33.00000  -6.3303213 -18.9977548    8.9749673   0.0058003  0.2057439E+31  0.5174200E+30
-2.322486  4.298846  1.068009  8.102369  0.000000  0.000000  0.000  0.000    2.867530044207825  1.15919 -33.00000  -6.3425821 -18.9979403    8.9750629   0.0057996  0.5498710E+31  0.1368748E+31
-2.326867  4.297775  1.065939  8.102495  0.000000  0.000000  0.000  0.000    2.869979128786606  1.15919 -33.00000  -6.3605545 -18.9973719    8.9751592   0.0057990  0.2537780E+31  0.6294198E+30
-2.330526  4.296965  1.064232  8.103150  0.000000  0.000000  0.000  0.000    2.872318175549082  1.15919 -33.00000  -6.3749216 -18.9970169    8.9755796   0.0057962  0.3341842E+31  0.8343802E+30
-2.334693  4.296062  1.062375  8.104014  0.000000  0.000000  0.000  0.000    2.875108503445501  1.15919 -33.00000  -6.3906214 -18.9979966    8.9761360   0.0057925  0.3892316E+31  0.9811034E+30
-2.340834  4.294669  1.059231  8.104885  0.000000  0.000000  0.000  0.000    2.878433403228175  1.15919 -33.00000  -6.4185238 -18.9979416    8.9767023   0.0057887   0.000000      -0.000000    
-2.343822  4.294072  1.058563  8.105820  0.000000  0.000000  0.000  0.000    2.881121107911617  1.15919 -33.00000  -6.4199400 -18.9976168    8.9773032   0.0057847  0.1096889E+32  0.2717892E+31
-2.348736  4.292998  1.055979  8.106772  0.000000  0.000000  0.000  0.000    2.884324550382167  1.15919 -33.00000  -6.4480187 -18.9970944    8.9779193   0.0057806   0.000000      -0.000000    
-2.352171  4.292236  1.054575  8.107365  0.000000  0.000000  0.000  0.000    2.886707540449914  1.15919 -33.00000  -6.4617598 -18.9968495    8.9783066   0.0057780  0.6465578E+31  0.1579833E+31
-2.357286  4.291058  1.051965  8.107972  0.000000  0.000000  0.000  0.000    2.889549975405873  1.15919 -33.00000  -6.4867460 -18.9973900    8.9787092   0.0057753   0.000000      -0.000000    
-2.360491  4.290377  1.050854  8.108709  0.000000  0.000000  0.000  0.000    2.892031961965637  1.15919 -33.00000  -6.4919561 -18.9964846    8.9791915   0.0057721  0.8474836E+31  0.2033033E+31
-2.365503  4.289248  1.048312  8.109460  0.000000  0.000000  0.000  0.000    2.894991742695894  1.15919 -33.00000  -6.5177165 -18.9965532    8.9796867   0.0057688   0.000000      -0.000000    
-2.369388  4.288375  1.046636  8.110051  0.000000  0.000000  0.000  0.000    2.897418296381670  1.15919 -33.00000  -6.5319232 -18.9964756    8.9800815   0.0057662  0.4901779E+31  0.1169755E+31
-2.374348  4.287205  1.044425  8.110461  0.000000  0.000000  0.000  0.000    2.900312376798565  1.15919 -33.00000  -6.5523343 -18.9964695    8.9803626   0.0057644  0.3219194E+31  0.7568087E+30
-2.379363  4.286071  1.042078  8.111181  0.000000  0.000000  0.000  0.000    2.903237318644738  1.15919 -33.00000  -6.5739137 -18.9959507    8.9808420   0.0057612  0.2149218E+31  0.5050682E+30
