#    1         2         3         4         5         6       7      8            9             10       11           18        19              23                     24         25           26    
# LOG(L)   LOG(TEFF)    T_c      Ro_c       Hc        Hec   %Con_s %Con_c    Log(edad/Myr)      Masa    M^dot        Log(Lnu)  Log MHtot       Log(grav)   R/R_sun   L.H.[erg/s)] Sep.Fase[erg/s]   
 1.209076  5.161383  2.109114  8.054705  0.000000  0.000000  0.000  0.000    2.292279136623189  1.15919 -33.00000   2.0835421 -20.1214265    8.8936467   0.0063696   0.000000      -0.000000    
 1.177536  5.153866  2.107004  8.055191  0.000000  0.000000  0.000  0.000    2.292286064035965  1.15919 -33.00000   2.0561650 -20.0891289    8.8951192   0.0063588   0.000000      -0.000000    
 1.145908  5.146313  2.104873  8.055598  0.000000  0.000000  0.000  0.000    2.292293278388406  1.15919 -33.00000   2.0286857 -20.0573979    8.8965382   0.0063484   0.000000      -0.000000    
 1.114449  5.138802  2.102795  8.056067  0.000000  0.000000  0.000  0.000    2.292300758008883  1.15919 -33.00000   2.0015666 -20.0391379    8.8979532   0.0063380   0.000000      -0.000000    
 1.082899  5.131255  2.100692  8.056458  0.000000  0.000000  0.000  0.000    2.292308550613658  1.15919 -33.00000   1.9743262 -20.0304420    8.8993157   0.0063281   0.000000      -0.000000    
 1.051553  5.123759  2.098642  8.056910  0.000000  0.000000  0.000  0.000    2.292316627846724  1.15919 -33.00000   1.9474449 -20.0110434    8.9006755   0.0063182   0.000000      -0.000000    
 1.020160  5.116237  2.096565  8.057284  0.000000  0.000000  0.000  0.000    2.292325040615980  1.15919 -33.00000   1.9204404 -19.9960778    8.9019818   0.0063087   0.000000      -0.000000    
 0.988972  5.108766  2.094541  8.057720  0.000000  0.000000  0.000  0.000    2.292333757705390  1.15919 -33.00000   1.8937959 -19.9929202    8.9032848   0.0062993   0.000000      -0.000000    
 0.957750  5.101273  2.092489  8.058078  0.000000  0.000000  0.000  0.000    2.292342834303810  1.15919 -33.00000   1.8670261 -19.9827937    8.9045336   0.0062902   0.000000      -0.000000    
 0.926770  5.093839  2.090488  8.058497  0.000000  0.000000  0.000  0.000    2.292352237080700  1.15919 -33.00000   1.8406127 -19.9677404    8.9057786   0.0062812   0.000000      -0.000000    
 0.895775  5.086388  2.088458  8.058838  0.000000  0.000000  0.000  0.000    2.292362025689756  1.15919 -33.00000   1.8140676 -19.9490253    8.9069684   0.0062726   0.000000      -0.000000    
 0.865067  5.079007  2.086478  8.059240  0.000000  0.000000  0.000  0.000    2.292372164390448  1.15919 -33.00000   1.7878709 -19.9305984    8.9081518   0.0062641   0.000000      -0.000000    
 0.834397  5.071619  2.084467  8.059562  0.000000  0.000000  0.000  0.000    2.292382717767592  1.15919 -33.00000   1.7615241 -19.9062765    8.9092713   0.0062560   0.000000      -0.000000    
 0.803901  5.064271  2.082503  8.059940  0.000000  0.000000  0.000  0.000    2.292393644357919  1.15919 -33.00000   1.7355070 -19.8815510    8.9103757   0.0062480   0.000000      -0.000000    
 0.773347  5.056897  2.080508  8.060241  0.000000  0.000000  0.000  0.000    2.292405009924716  1.15919 -33.00000   1.7093735 -19.8810002    8.9114329   0.0062404   0.000000      -0.000000    
 0.742973  5.049569  2.078562  8.060606  0.000000  0.000000  0.000  0.000    2.292416790296081  1.15919 -33.00000   1.6835745 -19.8707393    8.9124967   0.0062328   0.000000      -0.000000    
 0.712511  5.042208  2.076580  8.060896  0.000000  0.000000  0.000  0.000    2.292429065174388  1.15919 -33.00000   1.6576114 -19.8639652    8.9135152   0.0062255   0.000000      -0.000000    
 0.682241  5.034897  2.074645  8.061250  0.000000  0.000000  0.000  0.000    2.292441793923738  1.15919 -33.00000   1.6319678 -19.8457295    8.9145410   0.0062182   0.000000      -0.000000    
 0.651892  5.027555  2.072673  8.061528  0.000000  0.000000  0.000  0.000    2.292455063680869  1.15919 -33.00000   1.6061423 -19.8420546    8.9155216   0.0062111   0.000000      -0.000000    
 0.621743  5.020265  2.070745  8.061871  0.000000  0.000000  0.000  0.000    2.292468831806173  1.15919 -33.00000   1.5806193 -19.8301759    8.9165094   0.0062041   0.000000      -0.000000    
 0.591523  5.012945  2.068777  8.062138  0.000000  0.000000  0.000  0.000    2.292483194186008  1.15919 -33.00000   1.5548946 -19.8217859    8.9174518   0.0061974   0.000000      -0.000000    
 0.561508  5.005679  2.066852  8.062471  0.000000  0.000000  0.000  0.000    2.292498106086449  1.15919 -33.00000   1.5294542 -19.8173838    8.9184005   0.0061906   0.000000      -0.000000    
 0.531432  4.998385  2.064884  8.062727  0.000000  0.000000  0.000  0.000    2.292513672745754  1.15919 -33.00000   1.5037908 -19.8126707    8.9193023   0.0061842   0.000000      -0.000000    
 0.501573  4.991147  2.062956  8.063049  0.000000  0.000000  0.000  0.000    2.292529846319194  1.15919 -33.00000   1.4783915 -19.7977821    8.9202084   0.0061777   0.000000      -0.000000    
 0.471660  4.983882  2.060983  8.063292  0.000000  0.000000  0.000  0.000    2.292546740832175  1.15919 -33.00000   1.4527419 -19.7893643    8.9210602   0.0061717   0.000000      -0.000000    
 0.441983  4.976675  2.059048  8.063599  0.000000  0.000000  0.000  0.000    2.292564299294799  1.15919 -33.00000   1.4273419 -19.7703664    8.9219098   0.0061656   0.000000      -0.000000    
 0.412320  4.969461  2.057068  8.063832  0.000000  0.000000  0.000  0.000    2.292582644899199  1.15919 -33.00000   1.4017089 -19.7610430    8.9227181   0.0061599   0.000000      -0.000000    
 0.382922  4.962317  2.055125  8.064132  0.000000  0.000000  0.000  0.000    2.292601744308198  1.15919 -33.00000   1.3763103 -19.7541823    8.9235398   0.0061541   0.000000      -0.000000    
 0.353526  4.955163  2.053131  8.064359  0.000000  0.000000  0.000  0.000    2.292621739158422  1.15919 -33.00000   1.3506316 -19.7549015    8.9243211   0.0061485   0.000000      -0.000000    
 0.324412  4.948084  2.051172  8.064654  0.000000  0.000000  0.000  0.000    2.292642575631995  1.15919 -33.00000   1.3251684 -19.7437429    8.9251156   0.0061429   0.000000      -0.000000    
 0.295321  4.940999  2.049159  8.064875  0.000000  0.000000  0.000  0.000    2.292664412573168  1.15919 -33.00000   1.2994026 -19.7317227    8.9258692   0.0061376   0.000000      -0.000000    
 0.266528  4.933993  2.047179  8.065164  0.000000  0.000000  0.000  0.000    2.292687195980943  1.15919 -33.00000   1.2738301 -19.7273009    8.9266358   0.0061322   0.000000      -0.000000    
 0.237774  4.926985  2.045142  8.065380  0.000000  0.000000  0.000  0.000    2.292711104271410  1.15919 -33.00000   1.2479278 -19.7122893    8.9273610   0.0061271   0.000000      -0.000000    
 0.209340  4.920061  2.043134  8.065664  0.000000  0.000000  0.000  0.000    2.292736082942645  1.15919 -33.00000   1.2221932 -19.6961329    8.9280987   0.0061219   0.000000      -0.000000    
 0.180968  4.913142  2.041064  8.065874  0.000000  0.000000  0.000  0.000    2.292762332471320  1.15919 -33.00000   1.1960986 -19.6949545    8.9287932   0.0061170   0.000000      -0.000000    
 0.152954  4.906315  2.039021  8.066152  0.000000  0.000000  0.000  0.000    2.292789797597538  1.15919 -33.00000   1.1701437 -19.6872817    8.9294983   0.0061120   0.000000      -0.000000    
 0.125061  4.899506  2.036911  8.066355  0.000000  0.000000  0.000  0.000    2.292818703036688  1.15919 -33.00000   1.1437924 -19.6758897    8.9301551   0.0061074   0.000000      -0.000000    
 0.097547  4.892793  2.034824  8.066624  0.000000  0.000000  0.000  0.000    2.292848983578934  1.15919 -33.00000   1.1175566 -19.6658208    8.9308178   0.0061027   0.000000      -0.000000    
 0.070115  4.886091  2.032668  8.066821  0.000000  0.000000  0.000  0.000    2.292880888547746  1.15919 -33.00000   1.0909241 -19.6630626    8.9314434   0.0060983   0.000000      -0.000000    
 0.043122  4.879504  2.030532  8.067088  0.000000  0.000000  0.000  0.000    2.292914399460174  1.15919 -33.00000   1.0643739 -19.6512827    8.9320860   0.0060938   0.000000      -0.000000    
 0.016197  4.872924  2.028320  8.067284  0.000000  0.000000  0.000  0.000    2.292949817668833  1.15919 -33.00000   1.0373611 -19.6454210    8.9326915   0.0060896   0.000000      -0.000000    
-0.010329  4.866448  2.026121  8.067550  0.000000  0.000000  0.000  0.000    2.292987105583669  1.15919 -33.00000   1.0103902 -19.6323296    8.9333143   0.0060852   0.000000      -0.000000    
-0.036640  4.860016  2.023839  8.067746  0.000000  0.000000  0.000  0.000    2.293026617390363  1.15919 -33.00000   0.9829056 -19.6274035    8.9338982   0.0060811   0.000000      -0.000000    
-0.062559  4.853687  2.021565  8.068012  0.000000  0.000000  0.000  0.000    2.293068328456685  1.15919 -33.00000   0.9554134 -19.6221437    8.9344997   0.0060769   0.000000      -0.000000    
-0.088365  4.847376  2.019199  8.068207  0.000000  0.000000  0.000  0.000    2.293112655955750  1.15919 -33.00000   0.9273503 -19.6148165    8.9350632   0.0060730   0.000000      -0.000000    
-0.113715  4.841184  2.016833  8.068474  0.000000  0.000000  0.000  0.000    2.293159601836238  1.15919 -33.00000   0.8992197 -19.6040364    8.9356437   0.0060689   0.000000      -0.000000    
-0.138881  4.835028  2.014364  8.068669  0.000000  0.000000  0.000  0.000    2.293209667350051  1.15919 -33.00000   0.8704457 -19.6009104    8.9361847   0.0060651   0.000000      -0.000000    
-0.163675  4.828969  2.011887  8.068936  0.000000  0.000000  0.000  0.000    2.293262884571878  1.15919 -33.00000   0.8415324 -19.5901709    8.9367430   0.0060612   0.000000      -0.000000    
-0.188265  4.822950  2.009293  8.069130  0.000000  0.000000  0.000  0.000    2.293319867208181  1.15919 -33.00000   0.8118808 -19.5881492    8.9372593   0.0060576   0.000000      -0.000000    
-0.212460  4.817033  2.006677  8.069391  0.000000  0.000000  0.000  0.000    2.293380675254033  1.15919 -33.00000   0.7820009 -19.5709031    8.9377866   0.0060539   0.000000      -0.000000    
-0.236458  4.811155  2.003932  8.069581  0.000000  0.000000  0.000  0.000    2.293446051417727  1.15919 -33.00000   0.7513021 -19.5686741    8.9382728   0.0060506   0.000000      -0.000000    
-0.260024  4.805390  2.001151  8.069843  0.000000  0.000000  0.000  0.000    2.293516191932012  1.15919 -33.00000   0.7202832 -19.5640506    8.9387788   0.0060470   0.000000      -0.000000    
-0.283433  4.799656  1.998220  8.070036  0.000000  0.000000  0.000  0.000    2.293592102788734  1.15919 -33.00000   0.6883042 -19.5596407    8.9392498   0.0060438   0.000000      -0.000000    
-0.306427  4.794031  1.995232  8.070304  0.000000  0.000000  0.000  0.000    2.293674113257528  1.15919 -33.00000   0.6558491 -19.5546930    8.9397426   0.0060403   0.000000      -0.000000    
-0.329222  4.788447  1.992067  8.070504  0.000000  0.000000  0.000  0.000    2.293763502193089  1.15919 -33.00000   0.6222633 -19.5546499    8.9402018   0.0060371   0.000000      -0.000000    
-0.351634  4.782964  1.988818  8.070779  0.000000  0.000000  0.000  0.000    2.293860800675165  1.15919 -33.00000   0.5880275 -19.5465698    8.9406819   0.0060338   0.000000      -0.000000    
-0.373859  4.777519  1.985359  8.070987  0.000000  0.000000  0.000  0.000    2.293967736085076  1.15919 -33.00000   0.5524526 -19.5451766    8.9411276   0.0060307   0.000000      -0.000000    
-0.395669  4.772184  1.981779  8.071272  0.000000  0.000000  0.000  0.000    2.294085205242233  1.15919 -33.00000   0.5160014 -19.5374990    8.9415971   0.0060274   0.000000      -0.000000    
-0.417308  4.766883  1.977944  8.071493  0.000000  0.000000  0.000  0.000    2.294215609187958  1.15919 -33.00000   0.4779441 -19.5222222    8.9420319   0.0060244   0.000000      -0.000000    
-0.438510  4.761697  1.973937  8.071791  0.000000  0.000000  0.000  0.000    2.294360438139558  1.15919 -33.00000   0.4387209 -19.5034728    8.9424917   0.0060212   0.000000      -0.000000    
-0.459526  4.756550  1.969611  8.072027  0.000000  0.000000  0.000  0.000    2.294523199221629  1.15919 -33.00000   0.3975397 -19.4909649    8.9429176   0.0060183   0.000000      -0.000000    
-0.480117  4.751515  1.965044  8.072344  0.000000  0.000000  0.000  0.000    2.294706413655786  1.15919 -33.00000   0.3548082 -19.4841129    8.9433683   0.0060152   0.000000      -0.000000    
-0.500471  4.746531  1.960072  8.072601  0.000000  0.000000  0.000  0.000    2.294915273009572  1.15919 -33.00000   0.3096819 -19.4722559    8.9437871   0.0060123   0.000000      -0.000000    
-0.520364  4.741669  1.954758  8.072941  0.000000  0.000000  0.000  0.000    2.295154137764400  1.15919 -33.00000   0.2625194 -19.4638090    8.9442335   0.0060092   0.000000      -0.000000    
-0.539891  4.736890  1.948953  8.073223  0.000000  0.000000  0.000  0.000    2.295429367926650  1.15919 -33.00000   0.2126940 -19.4546406    8.9446460   0.0060063   0.000000      -0.000000    
-0.559054  4.732211  1.942622  8.073595  0.000000  0.000000  0.000  0.000    2.295752485891520  1.15919 -33.00000   0.1598484 -19.4414423    8.9450917   0.0060032   0.000000      -0.000000    
-0.577531  4.727694  1.935755  8.073907  0.000000  0.000000  0.000  0.000    2.296125248694462  1.15919 -33.00000   0.1046186 -19.4388297    8.9454992   0.0060004   0.000000      -0.000000    
-0.595680  4.723267  1.928161  8.074315  0.000000  0.000000  0.000  0.000    2.296572142135637  1.15919 -33.00000   0.0455576 -19.4298771    8.9459429   0.0059974   0.000000      -0.000000    
-0.612869  4.719071  1.920010  8.074662  0.000000  0.000000  0.000  0.000    2.297087222917788  1.15919 -33.00000  -0.0153536 -19.4247246    8.9463476   0.0059946   0.000000      -0.000000    
-0.628118  4.715359  1.911931  8.075067  0.000000  0.000000  0.000  0.000    2.297640576974255  1.15919 -33.00000  -0.0737604 -19.4202458    8.9467469   0.0059918   0.000000      -0.000000    
-0.642014  4.711972  1.903753  8.075390  0.000000  0.000000  0.000  0.000    2.298240275496915  1.15919 -33.00000  -0.1308205 -19.4049911    8.9470932   0.0059894   0.000000      -0.000000    
-0.654584  4.708917  1.895656  8.075775  0.000000  0.000000  0.000  0.000    2.298882311807357  1.15919 -33.00000  -0.1857595 -19.3954994    8.9474464   0.0059870   0.000000      -0.000000    
-0.666373  4.706047  1.887466  8.076081  0.000000  0.000000  0.000  0.000    2.299576446366902  1.15919 -33.00000  -0.2397587 -19.3836807    8.9477538   0.0059849   0.000000      -0.000000    
-0.677315  4.703393  1.879362  8.076452  0.000000  0.000000  0.000  0.000    2.300318334154156  1.15919 -33.00000  -0.2921094 -19.3745226    8.9480776   0.0059826   0.000000      -0.000000    
-0.687851  4.700830  1.871168  8.076748  0.000000  0.000000  0.000  0.000    2.301119502553054  1.15919 -33.00000  -0.3439851 -19.3603446    8.9483627   0.0059807   0.000000      -0.000000    
-0.697923  4.698384  1.863064  8.077110  0.000000  0.000000  0.000  0.000    2.301975202111730  1.15919 -33.00000  -0.3947066 -19.3525885    8.9486528   0.0059787   0.000000      -0.000000    
-0.707871  4.695963  1.854872  8.077398  0.000000  0.000000  0.000  0.000    2.302898943373208  1.15919 -33.00000  -0.4454257 -19.3435468    8.9489178   0.0059769   0.000000      -0.000000    
-0.717632  4.693598  1.846769  8.077754  0.000000  0.000000  0.000  0.000    2.303885481656492  1.15919 -33.00000  -0.4954656 -19.3414541    8.9492173   0.0059748   0.000000      -0.000000    
-0.727492  4.691200  1.838580  8.078037  0.000000  0.000000  0.000  0.000    2.304950447705655  1.15919 -33.00000  -0.5459461 -19.3347402    8.9494862   0.0059730   0.000000      -0.000000    
-0.737335  4.688814  1.830480  8.078388  0.000000  0.000000  0.000  0.000    2.306087845092862  1.15919 -33.00000  -0.5961698 -19.3232132    8.9497828   0.0059709   0.000000      -0.000000    
-0.747431  4.686357  1.822291  8.078668  0.000000  0.000000  0.000  0.000    2.307315479877217  1.15919 -33.00000  -0.6472230 -19.3109884    8.9500519   0.0059691   0.000000      -0.000000    
-0.757639  4.683880  1.814188  8.079016  0.000000  0.000000  0.000  0.000    2.308626198004128  1.15919 -33.00000  -0.6983705 -19.3044661    8.9503512   0.0059670   0.000000      -0.000000    
-0.768222  4.681302  1.805996  8.079291  0.000000  0.000000  0.000  0.000    2.310039900088621  1.15919 -33.00000  -0.7506618 -19.2992703    8.9506234   0.0059651   0.000000      -0.000000    
-0.778995  4.678685  1.797884  8.079636  0.000000  0.000000  0.000  0.000    2.311547784317614  1.15919 -33.00000  -0.8033138 -19.2961933    8.9509267   0.0059631   0.000000      -0.000000    
-0.790210  4.675951  1.789681  8.079910  0.000000  0.000000  0.000  0.000    2.313171708347864  1.15919 -33.00000  -0.8573428 -19.2925098    8.9512052   0.0059611   0.000000      -0.000000    
-0.801684  4.673160  1.781554  8.080254  0.000000  0.000000  0.000  0.000    2.314900742207077  1.15919 -33.00000  -0.9119161 -19.2867179    8.9515154   0.0059590   0.000000      -0.000000    
-0.813640  4.670242  1.773332  8.080528  0.000000  0.000000  0.000  0.000    2.316758472321632  1.15919 -33.00000  -0.9680271 -19.2743915    8.9518017   0.0059571   0.000000      -0.000000    
-0.825870  4.667264  1.765183  8.080873  0.000000  0.000000  0.000  0.000    2.318730969134578  1.15919 -33.00000  -1.0247857 -19.2774536    8.9521195   0.0059549   0.000000      -0.000000    
-0.838616  4.664151  1.756936  8.081147  0.000000  0.000000  0.000  0.000    2.320843200905430  1.15919 -33.00000  -1.0831621 -19.2653672    8.9524133   0.0059529   0.000000      -0.000000    
-0.851644  4.660975  1.748758  8.081491  0.000000  0.000000  0.000  0.000    2.323077803229865  1.15919 -33.00000  -1.1422180 -19.2585765    8.9527388   0.0059506   0.000000      -0.000000    
-0.865175  4.657668  1.740479  8.081764  0.000000  0.000000  0.000  0.000    2.325460768328066  1.15919 -33.00000  -1.2029086 -19.2488310    8.9530391   0.0059486   0.000000      -0.000000    
-0.878994  4.654296  1.732267  8.082106  0.000000  0.000000  0.000  0.000    2.327970787395031  1.15919 -33.00000  -1.2642450 -19.2421332    8.9533703   0.0059463   0.000000      -0.000000    
-0.893315  4.650792  1.723954  8.082376  0.000000  0.000000  0.000  0.000    2.330634834710786  1.15919 -33.00000  -1.3271735 -19.2396989    8.9536747   0.0059442   0.000000      -0.000000    
-0.907877  4.647235  1.715705  8.082714  0.000000  0.000000  0.000  0.000    2.333427514166308  1.15919 -33.00000  -1.3906702 -19.2282305    8.9540091   0.0059419   0.000000      -0.000000    
-0.922919  4.643551  1.707356  8.082978  0.000000  0.000000  0.000  0.000    2.336376662370414  1.15919 -33.00000  -1.4556769 -19.2124241    8.9543160   0.0059398   0.000000      -0.000000    
-0.938173  4.639821  1.699070  8.083309  0.000000  0.000000  0.000  0.000    2.339452881205788  1.15919 -33.00000  -1.5211388 -19.2030035    8.9546516   0.0059375   0.000000      -0.000000    
-0.953890  4.635969  1.690686  8.083566  0.000000  0.000000  0.000  0.000    2.342685028305817  1.15919 -33.00000  -1.5879887 -19.1984229    8.9549592   0.0059354   0.000000      -0.000000    
-0.969761  4.632086  1.682367  8.083893  0.000000  0.000000  0.000  0.000    2.346040407029675  1.15919 -33.00000  -1.6551631 -19.1751264    8.9552962   0.0059331   0.000000      -0.000000    
-0.986069  4.628086  1.673949  8.084147  0.000000  0.000000  0.000  0.000    2.349549321646208  1.15919 -33.00000  -1.7236065 -19.1709144    8.9556040   0.0059310   0.000000      -0.000000    
-1.002497  4.624063  1.665597  8.084469  0.000000  0.000000  0.000  0.000    2.353175569298994  1.15919 -33.00000  -1.7922346 -19.1700406    8.9559406   0.0059287   0.000000      -0.000000    
-1.019309  4.619936  1.657150  8.084717  0.000000  0.000000  0.000  0.000    2.356950843524347  1.15919 -33.00000  -1.8619944 -19.1615046    8.9562470   0.0059266   0.000000      -0.000000    
-1.036216  4.615793  1.648770  8.085033  0.000000  0.000000  0.000  0.000    2.360836379086714  1.15919 -33.00000  -1.9317933 -19.1531064    8.9565808   0.0059244   0.000000      -0.000000    
-1.053486  4.611551  1.640296  8.085275  0.000000  0.000000  0.000  0.000    2.364865537808002  1.15919 -33.00000  -2.0025795 -19.1478286    8.9568841   0.0059223   0.000000      -0.000000    
-1.070807  4.607304  1.631891  8.085584  0.000000  0.000000  0.000  0.000    2.368997188617220  1.15919 -33.00000  -2.0732553 -19.1453348    8.9572149   0.0059200   0.000000      -0.000000    
-1.088445  4.602969  1.623395  8.085818  0.000000  0.000000  0.000  0.000    2.373266514835882  1.15919 -33.00000  -2.1447836 -19.1399261    8.9575155   0.0059180   0.000000      -0.000000    
-1.106101  4.598637  1.614967  8.086119  0.000000  0.000000  0.000  0.000    2.377630449420267  1.15919 -33.00000  -2.2160661 -19.1321513    8.9578422   0.0059158   0.000000      -0.000000    
-1.124045  4.594225  1.606452  8.086344  0.000000  0.000000  0.000  0.000    2.382126060364626  1.15919 -33.00000  -2.2880671 -19.1298266    8.9581371   0.0059138   0.000000      -0.000000    
-1.141980  4.589821  1.598007  8.086635  0.000000  0.000000  0.000  0.000    2.386708719996587  1.15919 -33.00000  -2.3596931 -19.1243555    8.9584579   0.0059116   0.000000      -0.000000    
-1.160166  4.585347  1.589478  8.086850  0.000000  0.000000  0.000  0.000    2.391417560945816  1.15919 -33.00000  -2.4319091 -19.1213004    8.9587461   0.0059096   0.000000      -0.000000    
-1.178327  4.580885  1.581020  8.087133  0.000000  0.000000  0.000  0.000    2.396207150247750  1.15919 -33.00000  -2.5036346 -19.1186440    8.9590605   0.0059075   0.000000      -0.000000    
-1.196711  4.576360  1.572478  8.087342  0.000000  0.000000  0.000  0.000    2.401118789924558  1.15919 -33.00000  -2.5758491 -19.1159860    8.9593428   0.0059056   0.000000      -0.000000    
-1.215033  4.571856  1.564009  8.087618  0.000000  0.000000  0.000  0.000    2.406105541102866  1.15919 -33.00000  -2.6474763 -19.1074493    8.9596506   0.0059035   0.000000      -0.000000    
-1.233588  4.567286  1.555458  8.087819  0.000000  0.000000  0.000  0.000    2.411210419816265  1.15919 -33.00000  -2.7194871 -19.1019746    8.9599262   0.0059016   0.000000      -0.000000    
-1.252058  4.562744  1.546981  8.088089  0.000000  0.000000  0.000  0.000    2.416385444157746  1.15919 -33.00000  -2.7908226 -19.0931196    8.9602270   0.0058995   0.000000      -0.000000    
-1.270713  4.558147  1.538422  8.088282  0.000000  0.000000  0.000  0.000    2.421675412032859  1.15919 -33.00000  -2.8624610 -19.0885060    8.9604952   0.0058977   0.000000      -0.000000    
-1.289292  4.553576  1.529938  8.088544  0.000000  0.000000  0.000  0.000    2.427031255588901  1.15919 -33.00000  -2.9333448 -19.0908036    8.9607885   0.0058957   0.000000      -0.000000    
-1.308033  4.548956  1.521374  8.088730  0.000000  0.000000  0.000  0.000    2.432499456655759  1.15919 -33.00000  -3.0044611 -19.0878246    8.9610490   0.0058940   0.000000      -0.000000    
-1.326680  4.544365  1.512884  8.088983  0.000000  0.000000  0.000  0.000    2.438029885733571  1.15919 -33.00000  -3.0747618 -19.0811737    8.9613344   0.0058920   0.000000      -0.000000    
-1.345493  4.539725  1.504316  8.089160  0.000000  0.000000  0.000  0.000    2.443670491371401  1.15919 -33.00000  -3.1452175 -19.0784502    8.9615866   0.0058903   0.000000      -0.000000    
-1.364191  4.535120  1.495822  8.089404  0.000000  0.000000  0.000  0.000    2.449370074385063  1.15919 -33.00000  -3.2148077 -19.0742372    8.9618640   0.0058884   0.000000      -0.000000    
-1.383052  4.530466  1.487251  8.089572  0.000000  0.000000  0.000  0.000    2.455178154421687  1.15919 -33.00000  -3.2844896 -19.0731924    8.9621082   0.0058868   0.000000      -0.000000    
-1.401790  4.525849  1.478754  8.089810  0.000000  0.000000  0.000  0.000    2.461043048190432  1.15919 -33.00000  -3.3532600 -19.0803390    8.9623784   0.0058850   0.000000      -0.000000    
-1.420664  4.521190  1.470181  8.089972  0.000000  0.000000  0.000  0.000    2.467015660467664  1.15919 -33.00000  -3.4220837 -19.0784026    8.9626158   0.0058833   0.000000      -0.000000    
-1.439443  4.516561  1.461682  8.090203  0.000000  0.000000  0.000  0.000    2.473042828261035  1.15919 -33.00000  -3.4899495 -19.0788278    8.9628785   0.0058816   0.000000      -0.000000    
-1.458363  4.511888  1.453108  8.090358  0.000000  0.000000  0.000  0.000    2.479176762988177  1.15919 -33.00000  -3.5578196 -19.0759971    8.9631087   0.0058800   0.000000      -0.000000    
-1.477151  4.507255  1.444607  8.090583  0.000000  0.000000  0.000  0.000    2.485363370767899  1.15919 -33.00000  -3.6247161 -19.0729932    8.9633644   0.0058783   0.000000      -0.000000    
-1.496095  4.502575  1.436031  8.090733  0.000000  0.000000  0.000  0.000    2.491656060414542  1.15919 -33.00000  -3.6915748 -19.0730228    8.9635871   0.0058768   0.000000      -0.000000    
-1.514887  4.497939  1.427530  8.090952  0.000000  0.000000  0.000  0.000    2.497999766494917  1.15919 -33.00000  -3.7574501 -19.0716233    8.9638363   0.0058751   0.000000      -0.000000    
-1.533840  4.493255  1.418953  8.091095  0.000000  0.000000  0.000  0.000    2.504448878004252  1.15919 -33.00000  -3.8232667 -19.0682033    8.9640516   0.0058736   0.000000      -0.000000    
-1.552683  4.488604  1.410450  8.091307  0.000000  0.000000  0.000  0.000    2.510947185540200  1.15919 -33.00000  -3.8880728 -19.0636618    8.9642929   0.0058720   0.000000      -0.000000    
-1.571649  4.483915  1.401873  8.091442  0.000000  0.000000  0.000  0.000    2.517550424121502  1.15919 -33.00000  -3.9528081 -19.0598208    8.9645015   0.0058706   0.000000      -0.000000    
-1.590497  4.479261  1.393370  8.091647  0.000000  0.000000  0.000  0.000    2.524201353799878  1.15919 -33.00000  -4.0165359 -19.0548327    8.9647356   0.0058690   0.000000      -0.000000    
-1.609504  4.474560  1.384794  8.091776  0.000000  0.000000  0.000  0.000    2.530956961625463  1.15919 -33.00000  -4.0801704 -19.0493213    8.9649369   0.0058676   0.000000      -0.000000    
-1.628387  4.469896  1.376291  8.091975  0.000000  0.000000  0.000  0.000    2.537759583233715  1.15919 -33.00000  -4.1428108 -19.0453725    8.9651648   0.0058661   0.000000      -0.000000    
-1.647419  4.465187  1.367715  8.092098  0.000000  0.000000  0.000  0.000    2.544667196778761  1.15919 -33.00000  -4.2053662 -19.0419894    8.9653600   0.0058648   0.000000      -0.000000    
-1.666310  4.460520  1.359213  8.092292  0.000000  0.000000  0.000  0.000    2.551620891707310  1.15919 -33.00000  -4.2669540 -19.0394410    8.9655827   0.0058633   0.000000      -0.000000    
-1.685379  4.455800  1.350638  8.092410  0.000000  0.000000  0.000  0.000    2.558679606747761  1.15919 -33.00000  -4.3284596 -19.0368671    8.9657722   0.0058620   0.000000      -0.000000    
-1.704305  4.451123  1.342136  8.092599  0.000000  0.000000  0.000  0.000    2.565783576456446  1.15919 -33.00000  -4.3890247 -19.0361197    8.9659890   0.0058605   0.000000      -0.000000    
-1.723385  4.446399  1.333562  8.092712  0.000000  0.000000  0.000  0.000    2.572992810962517  1.15919 -33.00000  -4.4495343 -19.0314506    8.9661741   0.0058593   0.000000      -0.000000    
-1.742326  4.441717  1.325060  8.092896  0.000000  0.000000  0.000  0.000    2.580246483856798  1.15919 -33.00000  -4.5091328 -19.0323635    8.9663878   0.0058578   0.000000      -0.000000    
-1.761411  4.436992  1.316486  8.093004  0.000000  0.000000  0.000  0.000    2.587605355442119  1.15919 -33.00000  -4.5686955 -19.0286159    8.9665718   0.0058566   0.000000      -0.000000    
-1.780367  4.432307  1.307985  8.093182  0.000000  0.000000  0.000  0.000    2.595007492746652  1.15919 -33.00000  -4.6273752 -19.0292884    8.9667878   0.0058552   0.000000      -0.000000    
-1.799489  4.427573  1.299412  8.093284  0.000000  0.000000  0.000  0.000    2.602514559283490  1.15919 -33.00000  -4.6860337 -19.0250387    8.9669742   0.0058539   0.000000      -0.000000    
-1.818485  4.422878  1.290911  8.093456  0.000000  0.000000  0.000  0.000    2.610063861576630  1.15919 -33.00000  -4.7438397 -19.0205535    8.9671888   0.0058525   0.000000      -0.000000    
