  78961.07      0.2431460      0.3396121E-03   8.780307      0.7064500E-02   10.18687       9.917707       10.52925     -0.2692311     -0.3423649     -0.6115433    
  77705.90      0.2142720      0.3541593E-03   8.781344      0.7056100E-02   10.20351       9.934778       10.54516     -0.2687811     -0.3416319     -0.6103806    
  76472.63      0.1854850      0.3692464E-03   8.782341      0.7048000E-02   10.21982       9.951507       10.56074     -0.2683382     -0.3409111     -0.6092382    
  75269.67      0.1569550      0.3850892E-03   8.783328      0.7040000E-02   10.23604       9.968159       10.57627     -0.2678927     -0.3402227     -0.6081155    
  74087.85      0.1285260      0.4016877E-03   8.784264      0.7032400E-02   10.25218       9.984751       10.59175     -0.2674418     -0.3395622     -0.6070041    
  72938.36      0.1004280      0.4189344E-03   8.785196      0.7024900E-02   10.26792       10.00092       10.60685     -0.2670032     -0.3389198     -0.6059229    
  71811.00      0.7246900E-01  0.4371529E-03   8.786094      0.7017600E-02   10.28379       10.01723       10.62200     -0.2665590     -0.3382343     -0.6047766    
  70714.42      0.4484200E-01  0.4561278E-03   8.786993      0.7010300E-02   10.29961       10.03349       10.63709     -0.2661167     -0.3375253     -0.6035958    
  69639.72      0.1737000E-01  0.4761828E-03   8.787859      0.7003400E-02   10.31504       10.04936       10.65180     -0.2656838     -0.3368305     -0.6024387    
  68595.72     -0.9735000E-02  0.4972105E-03   8.788725      0.6996400E-02   10.33050       10.06526       10.66656     -0.2652380     -0.3361377     -0.6013016    
  67571.10     -0.3671000E-01  0.5193188E-03   8.789557      0.6989700E-02   10.34589       10.08111       10.68129     -0.2647806     -0.3354442     -0.6001762    
  66575.59     -0.6332800E-01  0.5425084E-03   8.790389      0.6983000E-02   10.36090       10.09657       10.69566     -0.2643357     -0.3347703     -0.5990832    
  65599.72     -0.8977800E-01  0.5671030E-03   8.791187      0.6976600E-02   10.37595       10.11206       10.71001     -0.2638863     -0.3340646     -0.5979435    
  64649.62     -0.1159200      0.5928876E-03   8.791985      0.6970200E-02   10.39105       10.12761       10.72438     -0.2634358     -0.3333298     -0.5967613    
  63718.27     -0.1418910      0.6202941E-03   8.792747      0.6964100E-02   10.40580       10.14280       10.73840     -0.2629946     -0.3326090     -0.5956021    
  62812.34     -0.1675270      0.6492154E-03   8.793508      0.6958000E-02   10.42042       10.15787       10.75232     -0.2625503     -0.3318964     -0.5944468    
  61923.71     -0.1930000      0.6799759E-03   8.794227      0.6952200E-02   10.43520       10.17312       10.76637     -0.2620809     -0.3311738     -0.5932548    
  61060.03     -0.2181140      0.7124685E-03   8.794944      0.6946500E-02   10.44958       10.18796       10.78006     -0.2616247     -0.3304715     -0.5920962    
  60213.66     -0.2430510      0.7472340E-03   8.795631      0.6941000E-02   10.46369       10.20252       10.79347     -0.2611751     -0.3297816     -0.5909567    
  59390.91     -0.2676420      0.7840576E-03   8.796323      0.6935500E-02   10.47819       10.21750       10.80727     -0.2606908     -0.3290811     -0.5897719    
  58584.40     -0.2920570      0.8235886E-03   8.796986      0.6930200E-02   10.49238       10.23216       10.82077     -0.2602157     -0.3283944     -0.5886101    
  57799.89     -0.3161470      0.8659365E-03   8.797656      0.6924800E-02   10.50626       10.24650       10.83398     -0.2597531     -0.3277264     -0.5874795    
  57030.61     -0.3400630      0.9114275E-03   8.798297      0.6919700E-02   10.52034       10.26106       10.84735     -0.2592647     -0.3270311     -0.5862958    
  56281.93     -0.3636700      0.9604961E-03   8.798945      0.6914500E-02   10.53438       10.27556       10.86067     -0.2587726     -0.3263347     -0.5851073    
  55547.69     -0.3871000      0.1013469E-02   8.799565      0.6909600E-02   10.54809       10.28972       10.87366     -0.2582901     -0.3256518     -0.5839419    
  54833.50     -0.4102050      0.1070999E-02   8.800192      0.6904600E-02   10.56164       10.30373       10.88652     -0.2578171     -0.3249725     -0.5827894    
  54133.11     -0.4331390      0.1133739E-02   8.800791      0.6899900E-02   10.57555       10.31815       10.89972     -0.2573355     -0.3242338     -0.5815687    
  53452.25     -0.4557340      0.1202126E-02   8.801398      0.6895000E-02   10.58919       10.33228       10.91266     -0.2568669     -0.3235157     -0.5803820    
  52784.33     -0.4781550      0.1277575E-02   8.801977      0.6890500E-02   10.60246       10.34605       10.92526     -0.2564069     -0.3228112     -0.5792179    
  52135.92     -0.5002160      0.1360526E-02   8.802564      0.6885800E-02   10.61592       10.36000       10.93803     -0.2559201     -0.3220956     -0.5780298    
  51500.92     -0.5220640      0.1452722E-02   8.803124      0.6881400E-02   10.62944       10.37403       10.95085     -0.2554087     -0.3213675     -0.5768164    
  50884.67     -0.5435430      0.1555478E-02   8.803692      0.6876900E-02   10.64263       10.38772       10.96336     -0.2549124     -0.3206608     -0.5756383    
  50282.28     -0.5647750      0.1670871E-02   8.804236      0.6872600E-02   10.65550       10.40107       10.97555     -0.2544273     -0.3199700     -0.5744865    
  49698.35     -0.5856220      0.1801204E-02   8.804790      0.6868200E-02   10.66797       10.41401       10.98734     -0.2539598     -0.3192963     -0.5733335    
  49127.88     -0.6062100      0.1949763E-02   8.805322      0.6864000E-02   10.68010       10.42659       10.99879     -0.2535040     -0.3186366     -0.5721937    
  48576.03     -0.6263790      0.2119962E-02   8.805867      0.6859700E-02   10.69191       10.43884       11.00993     -0.2530631     -0.3179984     -0.5710912    
  48040.77     -0.6461480      0.2315992E-02   8.806388      0.6855500E-02   10.70337       10.45073       11.02076     -0.2526355     -0.3173793     -0.5700222    
  47520.72     -0.6655950      0.2545664E-02   8.806928      0.6851300E-02   10.71589       10.46372       11.03256     -0.2521446     -0.3166786     -0.5688380    
  47023.18     -0.6843920      0.2810515E-02   8.807439      0.6847300E-02   10.72852       10.47685       11.04448     -0.2516378     -0.3159588     -0.5676326    
  46535.35     -0.7030430      0.3128387E-02   8.807975      0.6843000E-02   10.74103       10.48983       11.05628     -0.2511410     -0.3152526     -0.5664504    
  46094.70     -0.7200500      0.3475120E-02   8.808455      0.6839200E-02   10.75230       10.50153       11.06692     -0.2506926     -0.3146145     -0.5653823    
  45699.03     -0.7354890      0.3848448E-02   8.808919      0.6835600E-02   10.76250       10.51212       11.07654     -0.2502890     -0.3140397     -0.5644194    
  45334.52     -0.7498180      0.4252697E-02   8.809336      0.6832300E-02   10.77265       10.52269       11.08610     -0.2498798     -0.3134529     -0.5634069    
  44999.53     -0.7631180      0.4686727E-02   8.809750      0.6829100E-02   10.78202       10.53246       11.09493     -0.2495037     -0.3129135     -0.5624763    
  44682.56     -0.7757740      0.5156251E-02   8.810128      0.6826100E-02   10.79088       10.54169       11.10328     -0.2491476     -0.3124031     -0.5615958    
  44383.24     -0.7878330      0.5659961E-02   8.810509      0.6823100E-02   10.79930       10.55046       11.11122     -0.2488112     -0.3119211     -0.5607642    
  44093.04     -0.7995840      0.6204547E-02   8.810864      0.6820300E-02   10.80743       10.55893       11.11888     -0.2484850     -0.3114538     -0.5599580    
  43811.99     -0.8110540      0.6788663E-02   8.811228      0.6817500E-02   10.81533       10.56716       11.12633     -0.2481690     -0.3110012     -0.5591771    
  43533.34     -0.8224840      0.7419900E-02   8.811571      0.6814800E-02   10.82346       10.57563       11.13399     -0.2478320     -0.3105255     -0.5583574    
  43258.65     -0.8338370      0.8097117E-02   8.811929      0.6811900E-02   10.83197       10.58450       11.14199     -0.2474681     -0.3100204     -0.5574884    
  42981.54     -0.8453400      0.8828856E-02   8.812269      0.6809300E-02   10.84046       10.59336       11.14997     -0.2471010     -0.3095109     -0.5566119    
  42704.63     -0.8569280      0.9613315E-02   8.812627      0.6806500E-02   10.84900       10.60227       11.15800     -0.2467342     -0.3090017     -0.5557359    
  42422.38     -0.8687880      0.1046003E-01   8.812969      0.6803800E-02   10.85766       10.61130       11.16614     -0.2463603     -0.3084828     -0.5548431    
  42138.20     -0.8808260      0.1136656E-01   8.813332      0.6801000E-02   10.86640       10.62042       11.17436     -0.2459839     -0.3079602     -0.5539441    
  41846.68     -0.8932330      0.1234293E-01   8.813678      0.6798200E-02   10.87535       10.62975       11.18277     -0.2455977     -0.3074243     -0.5530220    
  41552.01     -0.9058770      0.1338571E-01   8.814046      0.6795400E-02   10.88483       10.63964       11.19167     -0.2451784     -0.3068483     -0.5520267    
  41248.96     -0.9189440      0.1450555E-01   8.814398      0.6792600E-02   10.89509       10.65036       11.20128     -0.2447120     -0.3062142     -0.5509262    
  40942.47     -0.9322750      0.1569749E-01   8.814771      0.6789700E-02   10.90549       10.66122       11.21103     -0.2442404     -0.3055728     -0.5498132    
  40627.68     -0.9460380      0.1697248E-01   8.815129      0.6786900E-02   10.91611       10.67231       11.22098     -0.2437562     -0.3049140     -0.5486701    
