#  log L/Lo      log Teff      B_V          V_R          V_K          R_I          J_H          H_K          V_I          U_V          BC(V)        dmag_v      log age(yr)
  -4.8465741    3.6850838    0.7951564    0.5167564    1.9168529    0.5188559    0.2615336    0.0276478    1.0356123    0.6825925   -0.3006754   17.1690648    9.7334385
  -4.8691410    3.6794588    0.8094553    0.5256946    1.9028017    0.5277361    0.2367755    0.0140839    1.0534307    0.7130516   -0.3063967   17.2312034    9.7362325
  -4.8918909    3.6737812    0.8228385    0.5341723    1.8788721    0.5361652    0.2063261   -0.0002379    1.0703375    0.7414165   -0.3102514   17.2919328    9.7388428
  -4.9148721    3.6680444    0.8363209    0.5426558    1.8503233    0.5444549    0.1729665   -0.0134738    1.0871106    0.7700960   -0.3127538   17.3518882    9.7412867
  -4.9371675    3.6624806    0.8488285    0.5505406    1.8158187    0.5520569    0.1375857   -0.0259273    1.1025975    0.7966833   -0.3134709   17.4083438    9.7435744
  -4.9584312    3.6571745    0.8605885    0.5579026    1.7781387    0.5589934    0.1028643   -0.0379581    1.1168960    0.8217518   -0.3124904   17.4605226    9.7457100
  -4.9801384    3.6517579    0.8710298    0.5644850    1.7297355    0.5650686    0.0649055   -0.0507506    1.1295536    0.8439550   -0.3076365   17.5099366    9.7476990
  -5.0018465    3.6463421    0.8825383    0.5717432    1.6798494    0.5715784    0.0279255   -0.0634996    1.1433216    0.8682641   -0.3063902   17.5629606    9.7496707
  -5.0235546    3.6409204    0.8933474    0.5783680    1.6222455    0.5771731   -0.0085235   -0.0778523    1.1555412    0.8914587   -0.3009134   17.6117540    9.7516789
  -5.0452501    3.6355080    0.9029529    0.5841727    1.5562665    0.5817220   -0.0439897   -0.0950904    1.1658946    0.9121345   -0.2905407   17.6556201    9.7536702
  -5.0887013    3.6246750    0.9246082    0.5972962    1.4581881    0.5913798   -0.0887032   -0.1164484    1.1886759    0.9583284   -0.2819764   17.7556838    9.7576302
  -5.1104021    3.6192602    0.9339272    0.6027621    1.4078319    0.5945292   -0.1063240   -0.1242410    1.1972913    0.9782032   -0.2719177   17.7998771    9.7596303
  -5.1320880    3.6138402    0.9430556    0.6079849    1.3311948    0.5971002   -0.1362557   -0.1429906    1.2050850    0.9976931   -0.2585374   17.8407115    9.7616076
