#    1         2         3         4         5         6       7      8            9             10       11           18        19              23                     24         25           26    
# LOG(L)   LOG(TEFF)    T_c      Ro_c       Hc        Hec   %Con_s %Con_c    Log(edad/Myr)      Masa    M^dot        Log(Lnu)  Log MHtot       Log(grav)   R/R_sun   L.H.[erg/s)] Sep.Fase[erg/s]   
 0.762194  5.027133  2.033667  7.838491  0.000000  0.000000  0.000  0.000    2.292487501246152  1.09840 -33.00000   1.6041990 -20.1716511    8.7801389   0.0070659   0.000000      -0.000000    
 0.731560  5.019780  2.031491  7.838849  0.000000  0.000000  0.000  0.000    2.292503415467654  1.09840 -33.00000   1.5772093 -20.1677318    8.7813612   0.0070560   0.000000      -0.000000    
 0.700987  5.012437  2.029334  7.839214  0.000000  0.000000  0.000  0.000    2.292519945598974  1.09840 -33.00000   1.5503602 -20.1574747    8.7825640   0.0070462   0.000000      -0.000000    
 0.670442  5.005095  2.027178  7.839557  0.000000  0.000000  0.000  0.000    2.292537130723852  1.09840 -33.00000   1.5235728 -20.1326784    8.7837402   0.0070367   0.000000      -0.000000    
 0.639967  4.997766  2.025041  7.839909  0.000000  0.000000  0.000  0.000    2.292554987188529  1.09840 -33.00000   1.4969096 -20.1179910    8.7848970   0.0070273   0.000000      -0.000000    
 0.609521  4.990437  2.022900  7.840238  0.000000  0.000000  0.000  0.000    2.292573559041952  1.09840 -33.00000   1.4702893 -20.0977499    8.7860265   0.0070182   0.000000      -0.000000    
 0.579154  4.983122  2.020776  7.840576  0.000000  0.000000  0.000  0.000    2.292592864969236  1.09840 -33.00000   1.4437747 -20.0987363    8.7871358   0.0070092   0.000000      -0.000000    
 0.548829  4.975811  2.018646  7.840892  0.000000  0.000000  0.000  0.000    2.292612953539622  1.09840 -33.00000   1.4172831 -20.0842366    8.7882162   0.0070005   0.000000      -0.000000    
 0.518591  4.968515  2.016530  7.841215  0.000000  0.000000  0.000  0.000    2.292633845049612  1.09840 -33.00000   1.3908756 -20.0795535    8.7892722   0.0069920   0.000000      -0.000000    
 0.488393  4.961220  2.014405  7.841512  0.000000  0.000000  0.000  0.000    2.292655590208427  1.09840 -33.00000   1.3644604 -20.0663645    8.7902879   0.0069838   0.000000      -0.000000    
 0.458320  4.953949  2.012293  7.841816  0.000000  0.000000  0.000  0.000    2.292678199300382  1.09840 -33.00000   1.3381300 -20.0622116    8.7912769   0.0069759   0.000000      -0.000000    
 0.428358  4.946701  2.010172  7.842101  0.000000  0.000000  0.000  0.000    2.292701738579963  1.09840 -33.00000   1.3118173 -20.0557872    8.7922450   0.0069681   0.000000      -0.000000    
 0.398528  4.939482  2.008062  7.842397  0.000000  0.000000  0.000  0.000    2.292726257521756  1.09840 -33.00000   1.2855636 -20.0452711    8.7932003   0.0069604   0.000000      -0.000000    
 0.368807  4.932285  2.005939  7.842675  0.000000  0.000000  0.000  0.000    2.292751823613244  1.09840 -33.00000   1.2592878 -20.0354420    8.7941352   0.0069529   0.000000      -0.000000    
 0.339239  4.925124  2.003824  7.842963  0.000000  0.000000  0.000  0.000    2.292778470814026  1.09840 -33.00000   1.2330545 -20.0251146    8.7950569   0.0069456   0.000000      -0.000000    
 0.309791  4.917987  2.001693  7.843232  0.000000  0.000000  0.000  0.000    2.292806276466253  1.09840 -33.00000   1.2067810 -20.0165815    8.7959580   0.0069384   0.000000      -0.000000    
 0.280513  4.910890  1.999568  7.843513  0.000000  0.000000  0.000  0.000    2.292835282115357  1.09840 -33.00000   1.1805303 -20.0074674    8.7968458   0.0069313   0.000000      -0.000000    
 0.251367  4.903820  1.997425  7.843775  0.000000  0.000000  0.000  0.000    2.292865576192428  1.09840 -33.00000   1.1542174 -19.9885935    8.7977120   0.0069244   0.000000      -0.000000    
 0.222406  4.896792  1.995284  7.844048  0.000000  0.000000  0.000  0.000    2.292897207830216  1.09840 -33.00000   1.1279046 -19.9762155    8.7985640   0.0069176   0.000000      -0.000000    
 0.193602  4.889798  1.993122  7.844302  0.000000  0.000000  0.000  0.000    2.292930277760334  1.09840 -33.00000   1.1015052 -19.9766636    8.7993931   0.0069110   0.000000      -0.000000    
 0.164998  4.882850  1.990959  7.844567  0.000000  0.000000  0.000  0.000    2.292964843215854  1.09840 -33.00000   1.0750798 -19.9734678    8.8002046   0.0069045   0.000000      -0.000000    
 0.136542  4.875931  1.988769  7.844810  0.000000  0.000000  0.000  0.000    2.293001014849106  1.09840 -33.00000   1.0485330 -19.9672060    8.8009834   0.0068983   0.000000      -0.000000    
 0.108333  4.869069  1.986578  7.845063  0.000000  0.000000  0.000  0.000    2.293038837971442  1.09840 -33.00000   1.0219565 -19.9500911    8.8017447   0.0068923   0.000000      -0.000000    
 0.080358  4.862262  1.984359  7.845299  0.000000  0.000000  0.000  0.000    2.293078460481448  1.09840 -33.00000   0.9952654 -19.9336747    8.8024890   0.0068864   0.000000      -0.000000    
 0.052617  4.855510  1.982135  7.845549  0.000000  0.000000  0.000  0.000    2.293119995994465  1.09840 -33.00000   0.9685024 -19.9268676    8.8032251   0.0068806   0.000000      -0.000000    
 0.025124  4.848817  1.979876  7.845783  0.000000  0.000000  0.000  0.000    2.293163604729872  1.09840 -33.00000   0.9415760 -19.9205847    8.8039447   0.0068749   0.000000      -0.000000    
-0.002123  4.842183  1.977607  7.846030  0.000000  0.000000  0.000  0.000    2.293209396420909  1.09840 -33.00000   0.9145423 -19.9132404    8.8046556   0.0068692   0.000000      -0.000000    
-0.029121  4.835607  1.975298  7.846259  0.000000  0.000000  0.000  0.000    2.293257561252685  1.09840 -33.00000   0.8873010 -19.9056530    8.8053491   0.0068638   0.000000      -0.000000    
-0.055832  4.829100  1.972974  7.846500  0.000000  0.000000  0.000  0.000    2.293308232097276  1.09840 -33.00000   0.8599133 -19.8887108    8.8060336   0.0068583   0.000000      -0.000000    
-0.082320  4.822645  1.970604  7.846724  0.000000  0.000000  0.000  0.000    2.293361642180356  1.09840 -33.00000   0.8322794 -19.8824350    8.8067006   0.0068531   0.000000      -0.000000    
-0.108558  4.816250  1.968213  7.846961  0.000000  0.000000  0.000  0.000    2.293417965888839  1.09840 -33.00000   0.8044520 -19.8677414    8.8073574   0.0068479   0.000000      -0.000000    
-0.134564  4.809908  1.965769  7.847182  0.000000  0.000000  0.000  0.000    2.293477485414039  1.09840 -33.00000   0.7763260 -19.8726009    8.8079958   0.0068429   0.000000      -0.000000    
-0.160312  4.803627  1.963296  7.847414  0.000000  0.000000  0.000  0.000    2.293540423773564  1.09840 -33.00000   0.7479485 -19.8612952    8.8086224   0.0068379   0.000000      -0.000000    
-0.185800  4.797407  1.960762  7.847629  0.000000  0.000000  0.000  0.000    2.293607126574661  1.09840 -33.00000   0.7192062 -19.8474211    8.8092276   0.0068332   0.000000      -0.000000    
-0.211041  4.791243  1.958190  7.847854  0.000000  0.000000  0.000  0.000    2.293677849845697  1.09840 -33.00000   0.6901489 -19.8443990    8.8098151   0.0068286   0.000000      -0.000000    
-0.236012  4.785144  1.955551  7.848065  0.000000  0.000000  0.000  0.000    2.293753013542308  1.09840 -33.00000   0.6606892 -19.8318824    8.8103886   0.0068240   0.000000      -0.000000    
-0.260707  4.779113  1.952863  7.848291  0.000000  0.000000  0.000  0.000    2.293833080894725  1.09840 -33.00000   0.6308334 -19.8254241    8.8109582   0.0068196   0.000000      -0.000000    
-0.285173  4.773135  1.950092  7.848503  0.000000  0.000000  0.000  0.000    2.293918635617781  1.09840 -33.00000   0.6004500 -19.8201616    8.8115140   0.0068152   0.000000      -0.000000    
-0.309364  4.767225  1.947258  7.848732  0.000000  0.000000  0.000  0.000    2.294010203738903  1.09840 -33.00000   0.5695667 -19.8040385    8.8120660   0.0068109   0.000000      -0.000000    
-0.333337  4.761367  1.944325  7.848947  0.000000  0.000000  0.000  0.000    2.294108545733913  1.09840 -33.00000   0.5380404 -19.7859819    8.8126049   0.0068067   0.000000      -0.000000    
-0.357028  4.755578  1.941312  7.849179  0.000000  0.000000  0.000  0.000    2.294214386876039  1.09840 -33.00000   0.5058866 -19.7747247    8.8131409   0.0068025   0.000000      -0.000000    
-0.380500  4.749841  1.938180  7.849398  0.000000  0.000000  0.000  0.000    2.294328740711018  1.09840 -33.00000   0.4729484 -19.7597316    8.8136635   0.0067984   0.000000      -0.000000    
-0.403714  4.744167  1.934945  7.849635  0.000000  0.000000  0.000  0.000    2.294452616258069  1.09840 -33.00000   0.4392259 -19.7339053    8.8141822   0.0067943   0.000000      -0.000000    
-0.426677  4.738553  1.931566  7.849861  0.000000  0.000000  0.000  0.000    2.294587399101570  1.09840 -33.00000   0.4045449 -19.7216442    8.8146908   0.0067903   0.000000      -0.000000    
-0.449379  4.733004  1.928055  7.850104  0.000000  0.000000  0.000  0.000    2.294734519601364  1.09840 -33.00000   0.3688860 -19.6978129    8.8151940   0.0067864   0.000000      -0.000000    
-0.471851  4.727508  1.924365  7.850338  0.000000  0.000000  0.000  0.000    2.294895976997706  1.09840 -33.00000   0.3320387 -19.6830222    8.8156855   0.0067826   0.000000      -0.000000    
-0.494010  4.722091  1.920507  7.850590  0.000000  0.000000  0.000  0.000    2.295073763669356  1.09840 -33.00000   0.2939791 -19.6729053    8.8161751   0.0067787   0.000000      -0.000000    
-0.515921  4.716732  1.916428  7.850832  0.000000  0.000000  0.000  0.000    2.295270622679087  1.09840 -33.00000   0.2544854 -19.6536390    8.8166512   0.0067750   0.000000      -0.000000    
-0.537521  4.711451  1.912130  7.851095  0.000000  0.000000  0.000  0.000    2.295489647541288  1.09840 -33.00000   0.2134806 -19.6264047    8.8171244   0.0067713   0.000000      -0.000000    
-0.558811  4.706244  1.907553  7.851349  0.000000  0.000000  0.000  0.000    2.295735012870189  1.09840 -33.00000   0.1706900 -19.6036572    8.8175894   0.0067677   0.000000      -0.000000    
-0.579766  4.701122  1.902686  7.851625  0.000000  0.000000  0.000  0.000    2.296011492447000  1.09840 -33.00000   0.1259966 -19.5795805    8.8180542   0.0067641   0.000000      -0.000000    
-0.600430  4.696061  1.897458  7.851896  0.000000  0.000000  0.000  0.000    2.296325512063658  1.09840 -33.00000   0.0790736 -19.5734399    8.8184752   0.0067608   0.000000      -0.000000    
-0.620732  4.691102  1.891844  7.852193  0.000000  0.000000  0.000  0.000    2.296684642647249  1.09840 -33.00000   0.0297508 -19.5501818    8.8189391   0.0067572   0.000000      -0.000000    
-0.640624  4.686242  1.885776  7.852487  0.000000  0.000000  0.000  0.000    2.297097525898370  1.09840 -33.00000  -0.0221838 -19.5475437    8.8193915   0.0067537   0.000000      -0.000000    
-0.660207  4.681460  1.879173  7.852812  0.000000  0.000000  0.000  0.000    2.297579105619776  1.09840 -33.00000  -0.0772850 -19.5154308    8.8198484   0.0067501   0.000000      -0.000000    
-0.679129  4.676841  1.872078  7.853133  0.000000  0.000000  0.000  0.000    2.298133305350684  1.09840 -33.00000  -0.1347885 -19.4936250    8.8202940   0.0067467   0.000000      -0.000000    
-0.697949  4.672251  1.864209  7.853494  0.000000  0.000000  0.000  0.000    2.298797412858710  1.09840 -33.00000  -0.1967452 -19.4788345    8.8207526   0.0067431   0.000000      -0.000000    
-0.715405  4.667995  1.856089  7.853838  0.000000  0.000000  0.000  0.000    2.299535927898472  1.09840 -33.00000  -0.2587894 -19.4571137    8.8211844   0.0067398   0.000000      -0.000000    
-0.731271  4.664130  1.847976  7.854187  0.000000  0.000000  0.000  0.000    2.300331875675629  1.09840 -33.00000  -0.3191780 -19.4336672    8.8215904   0.0067366   0.000000      -0.000000    
-0.745885  4.660571  1.839835  7.854512  0.000000  0.000000  0.000  0.000    2.301190382466196  1.09840 -33.00000  -0.3782767 -19.4107341    8.8219681   0.0067337   0.000000      -0.000000    
-0.759464  4.657266  1.831708  7.854844  0.000000  0.000000  0.000  0.000    2.302113037772553  1.09840 -33.00000  -0.4360911 -19.3928731    8.8223299   0.0067309   0.000000      -0.000000    
-0.772286  4.654146  1.823558  7.855154  0.000000  0.000000  0.000  0.000    2.303106235653974  1.09840 -33.00000  -0.4930310 -19.3814368    8.8226722   0.0067282   0.000000      -0.000000    
-0.784481  4.651181  1.815426  7.855473  0.000000  0.000000  0.000  0.000    2.304172200421820  1.09840 -33.00000  -0.5491371 -19.3529348    8.8230077   0.0067256   0.000000      -0.000000    
-0.796329  4.648300  1.807274  7.855772  0.000000  0.000000  0.000  0.000    2.305318552589136  1.09840 -33.00000  -0.6048244 -19.3266951    8.8233286   0.0067231   0.000000      -0.000000    
-0.807873  4.645493  1.799141  7.856080  0.000000  0.000000  0.000  0.000    2.306548137191138  1.09840 -33.00000  -0.6601390 -19.3222787    8.8236467   0.0067207   0.000000      -0.000000    
-0.819297  4.642715  1.790989  7.856371  0.000000  0.000000  0.000  0.000    2.307869744581835  1.09840 -33.00000  -0.7154802 -19.2980167    8.8239567   0.0067183   0.000000      -0.000000    
-0.830660  4.639952  1.782854  7.856674  0.000000  0.000000  0.000  0.000    2.309286680909152  1.09840 -33.00000  -0.7708801 -19.2794448    8.8242704   0.0067158   0.000000      -0.000000    
-0.842137  4.637159  1.774699  7.856960  0.000000  0.000000  0.000  0.000    2.310808676139869  1.09840 -33.00000  -0.8267068 -19.2568658    8.8245760   0.0067135   0.000000      -0.000000    
-0.853697  4.634347  1.766556  7.857261  0.000000  0.000000  0.000  0.000    2.312438918219310  1.09840 -33.00000  -0.8829559 -19.2460919    8.8248877   0.0067111   0.000000      -0.000000    
-0.865465  4.631483  1.758390  7.857545  0.000000  0.000000  0.000  0.000    2.314187535449117  1.09840 -33.00000  -0.9399540 -19.2233974    8.8251967   0.0067087   0.000000      -0.000000    
-0.877485  4.628556  1.750232  7.857844  0.000000  0.000000  0.000  0.000    2.316057074777689  1.09840 -33.00000  -0.9976493 -19.2122715    8.8255109   0.0067063   0.000000      -0.000000    
-0.889765  4.625565  1.742046  7.858127  0.000000  0.000000  0.000  0.000    2.318057524358789  1.09840 -33.00000  -1.0563235 -19.1967232    8.8258238   0.0067038   0.000000      -0.000000    
-0.902356  4.622496  1.733865  7.858423  0.000000  0.000000  0.000  0.000    2.320190118590709  1.09840 -33.00000  -1.1158789 -19.1793623    8.8261424   0.0067014   0.000000      -0.000000    
-0.915303  4.619338  1.725652  7.858704  0.000000  0.000000  0.000  0.000    2.322464080655803  1.09840 -33.00000  -1.1765451 -19.1630100    8.8264575   0.0066990   0.000000      -0.000000    
-0.928560  4.616105  1.717440  7.858997  0.000000  0.000000  0.000  0.000    2.324878754174562  1.09840 -33.00000  -1.2381839 -19.1594618    8.8267804   0.0066965   0.000000      -0.000000    
-0.942203  4.612774  1.709193  7.859274  0.000000  0.000000  0.000  0.000    2.327442110996504  1.09840 -33.00000  -1.3009845 -19.1540149    8.8271008   0.0066940   0.000000      -0.000000    
-0.956190  4.609358  1.700944  7.859563  0.000000  0.000000  0.000  0.000    2.330151198194635  1.09840 -33.00000  -1.3647628 -19.1523756    8.8274248   0.0066915   0.000000      -0.000000    
-0.970538  4.605852  1.692660  7.859834  0.000000  0.000000  0.000  0.000    2.333012543482451  1.09840 -33.00000  -1.4296772 -19.1351431    8.8277482   0.0066890   0.000000      -0.000000    
-0.985202  4.602269  1.684374  7.860120  0.000000  0.000000  0.000  0.000    2.336021098791242  1.09840 -33.00000  -1.4955230 -19.1268981    8.8280771   0.0066865   0.000000      -0.000000    
-1.000260  4.598586  1.676052  7.860389  0.000000  0.000000  0.000  0.000    2.339182243741564  1.09840 -33.00000  -1.5624336 -19.1301516    8.8284036   0.0066840   0.000000      -0.000000    
-1.015604  4.594833  1.667726  7.860672  0.000000  0.000000  0.000  0.000    2.342488657116568  1.09840 -33.00000  -1.6301846 -19.1238036    8.8287356   0.0066814   0.000000      -0.000000    
-1.031305  4.590989  1.659367  7.860937  0.000000  0.000000  0.000  0.000    2.345944457718321  1.09840 -33.00000  -1.6988929 -19.1139858    8.8290634   0.0066789   0.000000      -0.000000    
-1.047282  4.587079  1.651006  7.861216  0.000000  0.000000  0.000  0.000    2.349540715582984  1.09840 -33.00000  -1.7683173 -19.1059595    8.8293972   0.0066763   0.000000      -0.000000    
-1.063547  4.583095  1.642612  7.861477  0.000000  0.000000  0.000  0.000    2.353280930995243  1.09840 -33.00000  -1.8385782 -19.0951434    8.8297265   0.0066738   0.000000      -0.000000    
-1.080066  4.579048  1.634218  7.861750  0.000000  0.000000  0.000  0.000    2.357154759111347  1.09840 -33.00000  -1.9094198 -19.0932663    8.8300576   0.0066713   0.000000      -0.000000    
-1.096857  4.574932  1.625793  7.862005  0.000000  0.000000  0.000  0.000    2.361165259156446  1.09840 -33.00000  -1.9809545 -19.0878003    8.8303850   0.0066687   0.000000      -0.000000    
-1.113842  4.570768  1.617368  7.862271  0.000000  0.000000  0.000  0.000    2.365301255766487  1.09840 -33.00000  -2.0529328 -19.0771976    8.8307143   0.0066662   0.000000      -0.000000    
-1.131062  4.566544  1.608916  7.862518  0.000000  0.000000  0.000  0.000    2.369565792538979  1.09840 -33.00000  -2.1254626 -19.0759633    8.8310370   0.0066637   0.000000      -0.000000    
-1.148459  4.562275  1.600467  7.862775  0.000000  0.000000  0.000  0.000    2.373947229615634  1.09840 -33.00000  -2.1982904 -19.0645294    8.8313611   0.0066612   0.000000      -0.000000    
-1.166051  4.557957  1.591993  7.863012  0.000000  0.000000  0.000  0.000    2.378449051821600  1.09840 -33.00000  -2.2715240 -19.0620717    8.8316787   0.0066588   0.000000      -0.000000    
-1.183773  4.553606  1.583524  7.863262  0.000000  0.000000  0.000  0.000    2.383059970362633  1.09840 -33.00000  -2.3449241 -19.0612425    8.8319984   0.0066564   0.000000      -0.000000    
-1.201668  4.549211  1.575033  7.863493  0.000000  0.000000  0.000  0.000    2.387784463561430  1.09840 -33.00000  -2.4186103 -19.0603751    8.8323112   0.0066540   0.000000      -0.000000    
-1.219654  4.544793  1.566548  7.863736  0.000000  0.000000  0.000  0.000    2.392611055073615  1.09840 -33.00000  -2.4923478 -19.0460958    8.8326253   0.0066516   0.000000      -0.000000    
-1.237799  4.540333  1.558042  7.863961  0.000000  0.000000  0.000  0.000    2.397544618159424  1.09840 -33.00000  -2.5662530 -19.0363547    8.8329320   0.0066492   0.000000      -0.000000    
-1.256001  4.535859  1.549544  7.864198  0.000000  0.000000  0.000  0.000    2.402573906020960  1.09840 -33.00000  -2.6401015 -19.0283730    8.8332399   0.0066469   0.000000      -0.000000    
-1.274319  4.531355  1.541026  7.864416  0.000000  0.000000  0.000  0.000    2.407704484197830  1.09840 -33.00000  -2.7140181 -19.0217053    8.8335403   0.0066446   0.000000      -0.000000    
-1.292685  4.526839  1.532518  7.864645  0.000000  0.000000  0.000  0.000    2.412925313633191  1.09840 -33.00000  -2.7877839 -19.0158764    8.8338423   0.0066422   0.000000      -0.000000    
-1.311149  4.522296  1.523991  7.864855  0.000000  0.000000  0.000  0.000    2.418242606361209  1.09840 -33.00000  -2.8615216 -19.0148714    8.8341356   0.0066400   0.000000      -0.000000    
-1.329657  4.517743  1.515475  7.865077  0.000000  0.000000  0.000  0.000    2.423645481827152  1.09840 -33.00000  -2.9350109 -19.0071619    8.8344293   0.0066378   0.000000      -0.000000    
-1.348204  4.513177  1.506941  7.865279  0.000000  0.000000  0.000  0.000    2.429140755681369  1.09840 -33.00000  -3.0084084 -18.9967450    8.8347148   0.0066356   0.000000      -0.000000    
-1.366809  4.508597  1.498418  7.865491  0.000000  0.000000  0.000  0.000    2.434717586673236  1.09840 -33.00000  -3.0814746 -18.9951581    8.8350001   0.0066334   0.000000      -0.000000    
-1.385468  4.504002  1.489880  7.865684  0.000000  0.000000  0.000  0.000    2.440383334308961  1.09840 -33.00000  -3.1543461 -18.9882102    8.8352775   0.0066313   0.000000      -0.000000    
-1.404131  4.499406  1.481354  7.865889  0.000000  0.000000  0.000  0.000    2.446127871559312  1.09840 -33.00000  -3.2268273 -18.9828498    8.8355564   0.0066292   0.000000      -0.000000    
-1.422861  4.494791  1.472812  7.866076  0.000000  0.000000  0.000  0.000    2.451959352042987  1.09840 -33.00000  -3.2990515 -18.9755172    8.8358267   0.0066271   0.000000      -0.000000    
-1.441549  4.490187  1.464282  7.866275  0.000000  0.000000  0.000  0.000    2.457867281118315  1.09840 -33.00000  -3.3708402 -18.9738489    8.8360977   0.0066250   0.000000      -0.000000    
-1.460298  4.485566  1.455737  7.866456  0.000000  0.000000  0.000  0.000    2.463859991396880  1.09840 -33.00000  -3.4423160 -18.9719532    8.8363606   0.0066230   0.000000      -0.000000    
-1.479043  4.480945  1.447205  7.866649  0.000000  0.000000  0.000  0.000    2.469926922781501  1.09840 -33.00000  -3.5132868 -18.9687553    8.8366241   0.0066210   0.000000      -0.000000    
-1.497873  4.476301  1.438658  7.866823  0.000000  0.000000  0.000  0.000    2.476076771648861  1.09840 -33.00000  -3.5838708 -18.9573754    8.8368793   0.0066191   0.000000      -0.000000    
-1.516664  4.471667  1.430124  7.867010  0.000000  0.000000  0.000  0.000    2.482299112509700  1.09840 -33.00000  -3.6539028 -18.9541551    8.8371350   0.0066171   0.000000      -0.000000    
-1.535480  4.467026  1.421576  7.867178  0.000000  0.000000  0.000  0.000    2.488603088019750  1.09840 -33.00000  -3.7235296 -18.9489226    8.8373835   0.0066152   0.000000      -0.000000    
-1.554292  4.462385  1.413041  7.867358  0.000000  0.000000  0.000  0.000    2.494978150481574  1.09840 -33.00000  -3.7925665 -18.9414300    8.8376317   0.0066133   0.000000      -0.000000    
-1.573150  4.457730  1.404491  7.867519  0.000000  0.000000  0.000  0.000    2.501433546820902  1.09840 -33.00000  -3.8611533 -18.9369642    8.8378722   0.0066115   0.000000      -0.000000    
-1.592018  4.453074  1.395955  7.867691  0.000000  0.000000  0.000  0.000    2.507958621856491  1.09840 -33.00000  -3.9291037 -18.9310906    8.8381133   0.0066097   0.000000      -0.000000    
-1.610917  4.448407  1.387406  7.867845  0.000000  0.000000  0.000  0.000    2.514563068972646  1.09840 -33.00000  -3.9965687 -18.9280540    8.8383468   0.0066079   0.000000      -0.000000    
-1.629813  4.443742  1.378871  7.868012  0.000000  0.000000  0.000  0.000    2.521236846562398  1.09840 -33.00000  -4.0633851 -18.9231579    8.8385824   0.0066061   0.000000      -0.000000    
-1.648764  4.439062  1.370323  7.868160  0.000000  0.000000  0.000  0.000    2.527989988668876  1.09840 -33.00000  -4.1297021 -18.9216262    8.8388112   0.0066044   0.000000      -0.000000    
-1.667706  4.434384  1.361787  7.868322  0.000000  0.000000  0.000  0.000    2.534812067183104  1.09840 -33.00000  -4.1953666 -18.9164408    8.8390430   0.0066026   0.000000      -0.000000    
-1.686699  4.429693  1.353240  7.868466  0.000000  0.000000  0.000  0.000    2.541713254378531  1.09840 -33.00000  -4.2605265 -18.9145293    8.8392707   0.0066009   0.000000      -0.000000    
-1.705670  4.425009  1.344706  7.868622  0.000000  0.000000  0.000  0.000    2.548683108335900  1.09840 -33.00000  -4.3250427 -18.9079554    8.8395065   0.0065991   0.000000      -0.000000    
-1.724673  4.420317  1.336159  7.868761  0.000000  0.000000  0.000  0.000    2.555732014353340  1.09840 -33.00000  -4.3890712 -18.9054436    8.8397401   0.0065973   0.000000      -0.000000    
-1.743674  4.415625  1.327625  7.868912  0.000000  0.000000  0.000  0.000    2.562849364235361  1.09840 -33.00000  -4.4524663 -18.9073897    8.8399770   0.0065955   0.000000      -0.000000    
-1.762699  4.410926  1.319079  7.869046  0.000000  0.000000  0.000  0.000    2.570045597473565  1.09840 -33.00000  -4.5153848 -18.9037113    8.8402054   0.0065938   0.000000      -0.000000    
-1.781723  4.406227  1.310546  7.869192  0.000000  0.000000  0.000  0.000    2.577309827695745  1.09840 -33.00000  -4.5776806 -18.9027818    8.8404335   0.0065920   0.000000      -0.000000    
-1.800780  4.401518  1.302001  7.869319  0.000000  0.000000  0.000  0.000    2.584652541755085  1.09840 -33.00000  -4.6395082 -18.9048627    8.8406529   0.0065904   0.000000      -0.000000    
-1.819849  4.396806  1.293469  7.869459  0.000000  0.000000  0.000  0.000    2.592062738369952  1.09840 -33.00000  -4.7007239 -18.9021461    8.8408734   0.0065887   0.000000      -0.000000    
-1.838940  4.392086  1.284925  7.869582  0.000000  0.000000  0.000  0.000    2.599551296416469  1.09840 -33.00000  -4.7614920 -18.8991020    8.8410868   0.0065871   0.000000      -0.000000    
-1.858032  4.387367  1.276394  7.869718  0.000000  0.000000  0.000  0.000    2.607107503384003  1.09840 -33.00000  -4.8216791 -18.8989744    8.8413022   0.0065854   0.000000      -0.000000    
-1.871852  4.383950  1.270226  7.869801  0.000000  0.000000  0.000  0.000    2.612591039370343  1.09840 -33.00000  -4.8648678 -18.8997714    8.8414521   0.0065843   0.000000      -0.000000    
-1.879622  4.382029  1.266761  7.869860  0.000000  0.000000  0.000  0.000    2.615680250755968  1.09840 -33.00000  -4.8890368 -18.8989930    8.8415392   0.0065836   0.000000      -0.000000    
-1.885845  4.380490  1.263981  7.869892  0.000000  0.000000  0.000  0.000    2.618158029204141  1.09840 -33.00000  -4.9083434 -18.8986697    8.8416048   0.0065831   0.000000      -0.000000    
-1.892157  4.378929  1.261170  7.869941  0.000000  0.000000  0.000  0.000    2.620679542298210  1.09840 -33.00000  -4.9278495 -18.8993532    8.8416757   0.0065826   0.000000      -0.000000    
-1.898600  4.377336  1.258298  7.869975  0.000000  0.000000  0.000  0.000    2.623256272008959  1.09840 -33.00000  -4.9476904 -18.8988488    8.8417426   0.0065821   0.000000      -0.000000    
-1.905124  4.375723  1.255391  7.870024  0.000000  0.000000  0.000  0.000    2.625881217867198  1.09840 -33.00000  -4.9677560 -18.8968982    8.8418152   0.0065816   0.000000      -0.000000    
-1.911801  4.374070  1.252421  7.870059  0.000000  0.000000  0.000  0.000    2.628564242752405  1.09840 -33.00000  -4.9881669 -18.8973783    8.8418840   0.0065810   0.000000      -0.000000    
-1.918521  4.372409  1.249428  7.870109  0.000000  0.000000  0.000  0.000    2.631284564893879  1.09840 -33.00000  -5.0087114 -18.8979880    8.8419580   0.0065805   0.000000      -0.000000    
-1.925449  4.370695  1.246346  7.870144  0.000000  0.000000  0.000  0.000    2.634088969295310  1.09840 -33.00000  -5.0297843 -18.8987127    8.8420287   0.0065799   0.000000      -0.000000    
-1.932438  4.368966  1.243240  7.870196  0.000000  0.000000  0.000  0.000    2.636931786928163  1.09840 -33.00000  -5.0509876 -18.8996799    8.8421048   0.0065794   0.000000      -0.000000    
-1.939546  4.367208  1.240074  7.870232  0.000000  0.000000  0.000  0.000    2.639832159010761  1.09840 -33.00000  -5.0725115 -18.8991485    8.8421773   0.0065788   0.000000      -0.000000    
-1.946771  4.365421  1.236871  7.870284  0.000000  0.000000  0.000  0.000    2.642784343088576  1.09840 -33.00000  -5.0942527 -18.8978438    8.8422545   0.0065782   0.000000      -0.000000    
-1.954081  4.363612  1.233619  7.870321  0.000000  0.000000  0.000  0.000    2.645785473150555  1.09840 -33.00000  -5.1162423 -18.8966022    8.8423284   0.0065777   0.000000      -0.000000    
-1.961513  4.361773  1.230326  7.870373  0.000000  0.000000  0.000  0.000    2.648842988997350  1.09840 -33.00000  -5.1384731 -18.8974023    8.8424069   0.0065771   0.000000      -0.000000    
-1.969020  4.359915  1.226991  7.870411  0.000000  0.000000  0.000  0.000    2.651943454845810  1.09840 -33.00000  -5.1608993 -18.8980302    8.8424820   0.0065765   0.000000      -0.000000    
-1.976638  4.358031  1.223619  7.870464  0.000000  0.000000  0.000  0.000    2.655097700805667  1.09840 -33.00000  -5.1835392 -18.8994061    8.8425616   0.0065759   0.000000      -0.000000    
-1.984307  4.356132  1.220213  7.870502  0.000000  0.000000  0.000  0.000    2.658287590025358  1.09840 -33.00000  -5.2063159 -18.9005203    8.8426375   0.0065753   0.000000      -0.000000    
