11420.000000 0.004247
11430.000000 0.004779
11440.000000 0.005341
11450.000000 0.006017
11460.000000 0.006745
11470.000000 0.007615
11480.000000 0.008667
11490.000000 0.009835
11500.000000 0.011171
11510.000000 0.012710
11520.000000 0.014500
11530.000000 0.016660
11540.000000 0.019155
11550.000000 0.022164
11560.000000 0.025502
11570.000000 0.029550
11580.000000 0.034357
11590.000000 0.039890
11600.000000 0.046807
11610.000000 0.054806
11620.000000 0.064439
11630.000000 0.075548
11640.000000 0.088964
11650.000000 0.105183
11660.000000 0.123609
11670.000000 0.146987
11680.000000 0.173135
11690.000000 0.203224
11700.000000 0.237462
11710.000000 0.276787
11720.000000 0.319734
11730.000000 0.366435
11740.000000 0.417762
11750.000000 0.465447
11760.000000 0.514173
11770.000000 0.559979
11780.000000 0.600076
11790.000000 0.636799
11800.000000 0.666848
11810.000000 0.691109
11820.000000 0.708944
11830.000000 0.722728
11840.000000 0.732786
11850.000000 0.739723
11860.000000 0.744896
11870.000000 0.748494
11880.000000 0.751121
11890.000000 0.753238
11900.000000 0.755078
11910.000000 0.756816
11920.000000 0.758425
11930.000000 0.759999
11940.000000 0.761311
11950.000000 0.762495
11960.000000 0.763452
11970.000000 0.764038
11980.000000 0.764274
11990.000000 0.764148
12000.000000 0.763573
12010.000000 0.762756
12020.000000 0.761705
12030.000000 0.760547
12040.000000 0.759321
12050.000000 0.757969
12060.000000 0.756848
12070.000000 0.756233
12080.000000 0.755952
12090.000000 0.756231
12100.000000 0.757100
12110.000000 0.758580
12120.000000 0.760919
12130.000000 0.763710
12140.000000 0.767377
12150.000000 0.771736
12160.000000 0.776529
12170.000000 0.782050
12180.000000 0.787821
12190.000000 0.793910
12200.000000 0.799639
12210.000000 0.805418
12220.000000 0.810882
12230.000000 0.815693
12240.000000 0.819994
12250.000000 0.823461
12260.000000 0.826001
12270.000000 0.827557
12280.000000 0.828080
12290.000000 0.827713
12300.000000 0.826549
12310.000000 0.824381
12320.000000 0.821848
12330.000000 0.818872
12340.000000 0.815579
12350.000000 0.812383
12360.000000 0.809024
12370.000000 0.806044
12380.000000 0.803519
12390.000000 0.801583
12400.000000 0.800265
12410.000000 0.799675
12420.000000 0.799833
12430.000000 0.800813
12440.000000 0.802553
12450.000000 0.804995
12460.000000 0.808098
12470.000000 0.811780
12480.000000 0.815923
12490.000000 0.820478
12500.000000 0.825349
12510.000000 0.829891
12520.000000 0.834517
12530.000000 0.838922
12540.000000 0.842708
12550.000000 0.846216
12560.000000 0.848966
12570.000000 0.850998
12580.000000 0.852231
12590.000000 0.852793
12600.000000 0.852586
12610.000000 0.851815
12620.000000 0.850426
12630.000000 0.848547
12640.000000 0.846389
12650.000000 0.844044
12660.000000 0.841616
12670.000000 0.839340
12680.000000 0.837206
12690.000000 0.835338
12700.000000 0.834041
12710.000000 0.833161
12720.000000 0.832821
12730.000000 0.833124
12740.000000 0.834034
12750.000000 0.835581
12760.000000 0.837655
12770.000000 0.840227
12780.000000 0.843247
12790.000000 0.846685
12800.000000 0.850300
12810.000000 0.854242
12820.000000 0.858121
12830.000000 0.861796
12840.000000 0.865254
12850.000000 0.868431
12860.000000 0.871124
12870.000000 0.873151
12880.000000 0.874686
12890.000000 0.875330
12900.000000 0.875346
12910.000000 0.874507
12920.000000 0.873035
12930.000000 0.870761
12940.000000 0.867888
12950.000000 0.864537
12960.000000 0.860809
12970.000000 0.856785
12980.000000 0.852554
12990.000000 0.848360
13000.000000 0.844031
13010.000000 0.840031
13020.000000 0.836520
13030.000000 0.833327
13040.000000 0.830629
13050.000000 0.828579
13060.000000 0.827121
13070.000000 0.826404
13080.000000 0.826300
13090.000000 0.826896
13100.000000 0.828152
13110.000000 0.829789
13120.000000 0.831888
13130.000000 0.834153
13140.000000 0.836353
13150.000000 0.838137
13160.000000 0.839199
13170.000000 0.839084
13180.000000 0.837357
13190.000000 0.833172
13200.000000 0.826447
13210.000000 0.816498
13220.000000 0.802698
13230.000000 0.784696
13240.000000 0.762214
13250.000000 0.735024
13260.000000 0.702279
13270.000000 0.668572
13280.000000 0.630021
13290.000000 0.588616
13300.000000 0.547722
13310.000000 0.503288
13320.000000 0.460411
13330.000000 0.418878
13340.000000 0.380125
13350.000000 0.342981
13360.000000 0.307876
13370.000000 0.276432
13380.000000 0.246058
13390.000000 0.219729
13400.000000 0.196162
13410.000000 0.175056
13420.000000 0.156041
13430.000000 0.139209
13440.000000 0.124132
13450.000000 0.110234
13460.000000 0.099189
13470.000000 0.088702
13480.000000 0.079201
13490.000000 0.071173
13500.000000 0.063806
13510.000000 0.057396
13520.000000 0.051609
13530.000000 0.046767
13540.000000 0.042275
13550.000000 0.038078
13560.000000 0.034466
13570.000000 0.031250
13580.000000 0.028418
13590.000000 0.025950
13600.000000 0.023824
13610.000000 0.021625
13620.000000 0.019630
13630.000000 0.017954
13640.000000 0.016457
13650.000000 0.015161
13660.000000 0.013903
13670.000000 0.012875
13680.000000 0.011851
13690.000000 0.010887
13700.000000 0.010098
13710.000000 0.009307
13720.000000 0.008611
13730.000000 0.007993
13740.000000 0.007438
13750.000000 0.006937
13760.000000 0.006430
13770.000000 0.006002
13780.000000 0.005605
13790.000000 0.005238
13800.000000 0.004901
13810.000000 0.004584
13820.000000 0.004239
