5.361200080603329532e+00,4.650301547166812988e+00,4.210806292729459166e+00,3.912631957858088594e+00,3.697236888358975460e+00,3.534428492240503150e+00,3.407056393843893360e+00
5.383354844375952020e+00,4.665678979896773271e+00,4.222370885052808553e+00,3.921799549727824186e+00,3.704778453785649184e+00,3.540804280381243618e+00,3.412560609794785371e+00
5.401978949168968036e+00,4.678580244990796722e+00,4.232057905978695800e+00,3.929468845227248597e+00,3.711080772670608319e+00,3.546127667086289126e+00,3.417152869394318504e+00
5.415684107949588544e+00,4.688062669106041191e+00,4.239170997713814337e+00,3.935095914645435400e+00,3.715701870931680695e+00,3.550028858440963386e+00,3.420516725735169850e+00
5.425280154216933326e+00,4.694699682721412692e+00,4.244148226464981022e+00,3.939032416822914051e+00,3.718934011030103015e+00,3.552757037037980403e+00,3.422868819850247935e+00
5.431958289051124211e+00,4.699315901773021054e+00,4.247608424065759891e+00,3.941768065434757329e+00,3.721179468614054464e+00,3.554651885619289686e+00,3.424502102478820920e+00
5.437248053271826365e+00,4.702969678508302387e+00,4.250345548439462995e+00,3.943930984408769547e+00,3.722954100227561458e+00,3.556148915075419303e+00,3.425792112683988311e+00
5.441425045648814240e+00,4.705851184370296814e+00,4.252501943873725487e+00,3.945633579936612012e+00,3.724350080487350834e+00,3.557325844042017682e+00,3.426805794362993485e+00
5.444827942136147847e+00,4.708196261448605036e+00,4.254255438848026927e+00,3.947017120316460570e+00,3.725483823553861651e+00,3.558281233757132345e+00,3.427628338578558864e+00
5.447841456103775570e+00,4.710269043129598820e+00,4.255802934782969338e+00,3.948236575116323532e+00,3.726482053880779688e+00,3.559121685107642374e+00,3.428351386522682009e+00
5.450361942285907091e+00,4.711998685911489737e+00,4.257091812362654437e+00,3.949250654967721097e+00,3.727311092115588309e+00,3.559818926689890972e+00,3.428950677601251940e+00
5.452537963625734285e+00,4.713489499358286317e+00,4.258201235886907021e+00,3.950122578311513699e+00,3.728023257279775127e+00,3.560417410886141276e+00,3.429464747610846409e+00
5.454381075981556748e+00,4.714747480255604195e+00,4.259134497157035071e+00,3.950854170349082928e+00,3.728619519428295170e+00,3.560917583350359461e+00,3.429893709874062058e+00
5.455912221040597920e+00,4.715789436604152840e+00,4.259905603319080747e+00,3.951457414329899720e+00,3.729110331788842547e+00,3.561328700688062732e+00,3.430245859238037376e+00
5.457282660013707876e+00,4.716719863122714962e+00,4.260592842479529629e+00,3.951994180381123378e+00,3.729546461326600060e+00,3.561693591102723655e+00,3.430558103198524833e+00
